event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
"http://www.artbarcelona.es/wp-content/uploads/2015/06/Mickael.jpg","Galería Trama","","http://www.artbarcelona.es/es/exposiciones/bang-bang-here-i-come-again-esp/","Javier Vázquez","","02.07.15 – 27.07.15","Galería Trama","“BANG BANG, Here I come again”","Esta exposición es una apuesta innovadora y diferente, ya que la línea argumental que sigue este proyecto trata de la investigación que ha hecho el artista sobre cómo afectan los mass media a la sociedad joven, en un mundo cada vez más globalizado, donde se nos bombardea constantemente con imágenes estereotipadas, les cuales forman parte de una moda y un modo de vida. Para acercarse a este mundo, el artista crea un vínculo con el ambiente de la música dance y rap, y las imágenes que estas canalizan: machismo, vanidad, dinero, fama…éxito.
Actualmente, la evolución de esta investigación se centra en la escena de la sociedad joven, ya no en una forma de vida ni en una crítica, sino en algo más puro: las sensaciones, las emociones…un grito de alegría, una mirada que pretende introducirnos y hacernos partícipes de un momento, mediante diferentes planos que forman parte de un escenario lleno de vitalidad, fuerza y movimiento.
Esta evolución ha llevado al artista incorporar diferentes lenguajes, ya que muchas veces sus obras parten de un vídeo de Youtube, o de una fotografía hecha directamente con su smartphone.","null","null","null","http://www.artbarcelona.es/es/exposiciones/bang-bang-here-i-come-again-esp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/07/imatge_hidden_project.jpg","Galería H2O","","","Aqua Aura","08.07.15 – 07.08.15","08.07.15 – 07.08.15","Galería H2O","The Hidden Project","","null","null","null","http://www.artbarcelona.es/es/exposiciones/the-hidden-project/"
"http://www.artbarcelona.es/wp-content/uploads/2015/07/Rego-Paula-Dame-with-the-goats-foot-I-2012-pastel-137-x-102-cm-web.jpg","Galería Marlborough","","","Pablo Armesto, Joaquín Barón, Claudio Bravo, Juan Correa, Carlos Franco, Manuel Franquelo, Juan Genovés, Luis Gordillo, Ahmet Güneştekin, Abraham Lacalle, Jacques Lipchitz, Lucio Muñoz, Pelayo Ortega, Paula Rego, Manolo Valdés.","02.07.15 – 12.09.15","02.07.15 – 12.09.15","Galería Marlborough","Group Show","","null","null","null","http://www.artbarcelona.es/es/exposiciones/group-show/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/Ref.5037.jpg","Galería Alejandro Sales","","","Damián Flores Llanos","11.06.15 – 31.07.15","11.06.15 – 31.07.15","Galería Alejandro Sales","Barcelona, la luz de la memoria","","null","null","null","http://www.artbarcelona.es/es/exposiciones/barcelona-la-luz-de-la-memoria/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/Mickael1.jpg","Galería Trama","","http://www.artbarcelona.es/es/exposiciones/bang-bang-here-i-come-again/","Javier Vázquez","","02.07.15 – 27.07.15","Galería Trama","BANG BANG, Here I come again","Esta exposición es una apuesta innovadora y diferente, ya que la línea argumental que sigue este proyecto trata de la investigación que ha hecho el artista sobre cómo afectan los mass media a la sociedad joven, en un mundo cada vez más globalizado, donde se nos bombardea constantemente con imágenes estereotipadas, les cuales forman parte de una moda y un modo de vida. Para acercarse a este mundo, el artista crea un vínculo con el ambiente de la música dance y rap, y las imágenes que estas canalizan: machismo, vanidad, dinero, fama…éxito.
Actualmente, la evolución de esta investigación se centra en la escena de la sociedad joven, ya no en una forma de vida ni en una crítica, sino en algo más puro: las sensaciones, las emociones…un grito de alegría, una mirada que pretende introducirnos y hacernos partícipes de un momento, mediante diferentes planos que forman parte de un escenario lleno de vitalidad, fuerza y movimiento.
Esta evolución ha llevado al artista incorporar diferentes lenguajes, ya que muchas veces sus obras parten de un vídeo de Youtube, o de una fotografía hecha directamente con su smartphone","null","null","null","http://www.artbarcelona.es/es/exposiciones/bang-bang-here-i-come-again/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/4.jpg","La Taché Gallery","","","Silvia Grav","04.06.15 – 19.07.15","04.06.15 – 19.07.15","La Taché Gallery","Los primeros dos últimos años","","null","null","null","http://www.artbarcelona.es/es/exposiciones/los-primeros-dos-ultimos-anos-2/"
"http://www.artbarcelona.es/wp-content/uploads/2015/03/abelinosala1.jpg","ADN Galería","","","Avelino Sala","23.05.15 – 26.07.15","23.05.15 – 26.07.15","ADN Galería","Walk to the end of the world","","null","null","null","http://www.artbarcelona.es/es/exposiciones/walk-to-the-end-of-the-world-5/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/solid-surface1.jpg","Galería Joan Prats","","http://www.artbarcelona.es/es/exposiciones/solid-surface-2/","Annika Kahrs","","28.05.15 – 24.07.15","Galería Joan Prats","solid surface","solid surface, la primera exposición de Annika Kahrs en Barcelona, reúne sus videos más recientes.
Annika Kahrs trabaja principalmente con video, performance y fotografía. Se interesa por las construcciones sociales y científicas, y por las relaciones orgánicas evolucionadas como las que se establecen entre humanos y animales. En su obra, Annika Kahrs examina representación e interpretación. Sus películas oscilan entre puestas en escena obvias y la observación estilo documental; una característica distintiva de sus películas es que la artista nunca se esconde en el film, incluso si su presencia sólo se revela en una breve mirada de un actor o actriz hacia la directora. Esto muestra un acercamiento particular al entorno que parece casi guiado por un proceso matemático.
Annika Kahrs presenta solid surface, with hills, valleys, craters and other topographic features, primarily made of ice, su último video sobre Plutón. La acción de esta película se sitúa en un planetario donde se proyecta un cielo estrellado en el centro del cual aparece una luz circular que identificamos con la luna, tras mirarlo detenidamente, este cuerpo celestial resulta ser un foco que muestra la ilusión de nocturnidad al revelar el blanco de la pantalla. En esta obra, la artista recurre a imagen y narración para hacer un retrato de Plutón, cuya visión pronto cambiará pues una misión de la NASA va a llegar a su órbita y podrá, por primera vez, fotografiarlo de cerca. Hasta el momento, las ilustraciones científicas del planeta se basaban en la especulación; este cambio de la imagen imaginaria al retrato real es lo que convierte a Plutón en el protagonista ideal de la obra de Annika Kahrs.
La relación entre ficción y realidad también juega un papel importante en el video Sunset-Sunrise. En esta película, el espectador cree estar observando una puesta de sol, al ver el astro rojo brillando en el horizonte. Gradualmente la imagen se aclara, un velo reluciente se desplaza a través de la imagen desde abajo, hasta que la proyección se vuelve blanca. El enigma se soluciona cuando la cámara se aleja y nos permite descubrir que estamos en un aula. Por lo tanto, no hemos sido testigos de un extraño fenómeno natural, sino que se trataba de una proyección de un atardecer que se disuelve lentamente en la luz real al abrir las persianas de la sala.
En études cliniques ou artistiques, Annika Kahrs filma una mujer que adopta diversas posturas que parecen ser ejercicios gimnásticos o de yoga. Sin embargo, es la artista la que da instrucciones a la performer, siguiendo el modelo de fotografías del hospital psiquiátrico parisino de La Salpêtrière que muestran las posturas de “grandes ataques de histeria”, término creado por Charcot. En esta película Annika Kahrs deconstruye la mirada masculina a la vez que desenmascara la fotografía como medio de manipulación más que como documentación.
Annika Kahrs (Achim, Alemania, 1984) vive y trabaja en Hamburgo. Ha recibido diversos premios y becas, entre los cuales destaca el premio George-Maciunas-Förderpreis en 2012, donación de René Block. En 2011 ganó el primer premio de la 20 Bundeskunstwettbewerb del Ministerio de Educación e Investigación de Alemania. Annika Kahrs ha participado en exposiciones celebradas en museos y centros de arte internacionales como Hamburger Bahnhof – Museum für Gegenwart, Berlín (2015), Kunsthalle Bremerhaven (2015), exposición On the Road, en Santiago de Compostela (2014), la Bienal de Curitiba, Brasil (2013), Hamburger Kunsthalle (2013), KW Institute for Contemporary Art, Berlín (2012), Kunst- und Ausstellungshalle der Bundesrepublik Deutschland, Bonn (2011), Goldsmiths University, Londres (2011), y el festival Velada de Santa Lucia en Maracaibo, Venezuela (2010). Participará en la 5ª Tessaloniki Biennale of Contemporary Art el próximo mes de junio.
Durante la inauguración contaremos con la presencia de la artista.

Para facilitaros más imágenes e información, contactar con galeria@galeriajoanprats.com","null","null","null","http://www.artbarcelona.es/es/exposiciones/solid-surface-2/"
"http://www.artbarcelona.es/wp-content/uploads/2015/03/abelinosala1.jpg","ADN Galería","","http://www.artbarcelona.es/es/exposiciones/walk-to-the-end-of-the-world-5/","Avelino Sala","","23.05.15 – 26.07.15","ADN Galería","Walk to the end of the world","Las propuestas estéticas planteadas por Avelino Sala tienen una fuerte carga ética, articulando un discurso personal, coherente, y al mismo tiempo complejo en cuanto a sus lecturas y sus miradas. Su trabajo le ha llevado a cuestionar la realidad cultural, política y social con una mirada crítica y poco cómoda en un continuo explorar el imaginario social para comprobar el poder del arte como generador de espacios de experimentación capaces de recrear nuevos mundos. El trabajo de Sala se enmarca en una serie de formas de visibilidad de las prácticas artísticas que tienen como objetivo interpelar al presente, desenterrar al pasado y apuntalar al futuro","null","null","null","http://www.artbarcelona.es/es/exposiciones/walk-to-the-end-of-the-world-5/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/onpaper.jpg","Victor Lope Arte Contemporáneo","","http://www.artbarcelona.es/es/exposiciones/ejercicios-de-ruptura/","Johan Barrios","","02.07.15 – 31.07.15","Victor Lope Arte Contemporáneo","Ejercicios de Ruptura","“La disposición de estos personajes casi inanimados no es mas que una excusa para hablar sobre la modificación a través de elementos encontrados del propio espacio donde se construye la imagen .
A modo de “objeto intervenido”, estas acciones están trazadas por el modo sistemático de sus atmósferas grises, misteriosas, y monocromáticas, que suscitan indudablemente la importancia del dibujo en la construcción del proyecto .
“Ejercicios de ruptura” se plantea como una reflexión entorno a la transformación , agresión y ausencia de la imagen en un territorio ambiguo, como una metáfora de lo inmediato...”","null","null","null","http://www.artbarcelona.es/es/exposiciones/ejercicios-de-ruptura/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/imagen-close-cropped.jpg","ProjecteSD","","http://www.artbarcelona.es/es/exposiciones/close-cropped-tales-2/","Gilda Mantilla & Raimond Chaves, Jochen Lempert, Susan Philipsz, Isidoro Valcárcel Medina","","03.06.15 – 31.07.15","ProjecteSD","null","ProjecteSD presenta Close-Cropped Tales [Historias reencuadradas], exposición colectiva en la que se muestran una serie de obras que tienen en su base la idea de edición y la relación con textos impresos, con libros. El título de la exposición, sacado del libro homónimo de John Baldessari sirve para relacionar la noción de historia tanto a nivel visual como textual. Gilda Mantilla y Raimond Chaves presentan Río Tomo-Secretos de la Amazonía (2011), una doble proyección de dispositivas que relaciona imágenes y fragmentos de texto para hacer una reflexión sobre el discurso de lo exótico. Jochen Lempert mostrará una serie de fotografías asociadas e insertadas en varios de libros de artista, Close-Cropped Tales siendo uno de los títulos seleccionados. La artista escocesa Susan Philipsz presentará The Dead (2000) una pieza de audio relacionada con textos de James Joyce. Por último, la exposición cuenta con una pieza histórica de Isidoro Valcárcel Medina que fue presentada por primera vez en los Encuentros de Pamplona, La Celosía (1972), basada en el relato homónimo de Alain Robbe-Grillet.","null","null","null","http://www.artbarcelona.es/es/exposiciones/close-cropped-tales-2/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/baja_Video-Fields-2002-Still_02-150x150.jpg","àngels barcelona","","","Michael Snow","26.05.15 – 31.07.15","26.05.15 – 31.07.15","àngels barcelona","Video Fields","","null","null","null","http://www.artbarcelona.es/es/exposiciones/video-fields-2/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/Mickael.jpg","Galería Trama","","","Javier Vázquez","02.07.15 – 27.07.15","02.07.15 – 27.07.15","Galería Trama","“BANG BANG, Here I come again”","","null","null","null","http://www.artbarcelona.es/es/exposiciones/bang-bang-here-i-come-again-esp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/night_2com.jpg","àngels barcelona","","","Lúa Cordech","26.05.15 – 31.07.15","26.05.15 – 31.07.15","àngels barcelona","Night in a remote cabin lit by a kerosene lamp","","null","null","null","http://www.artbarcelona.es/es/exposiciones/night-in-a-remote-cabin-lit-by-a-kerosene-lamp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/Ref.5037.jpg","Galería Alejandro Sales","","http://www.artbarcelona.es/es/exposiciones/barcelona-la-luz-de-la-memoria/","Damián Flores Llanos","","11.06.15 – 31.07.15","Galería Alejandro Sales","Barcelona, la luz de la memoria","(…) Ahora, en Barcelona, Damián Flores llega con la mirada puesta en la década de los cincuenta –otra época enterrada–, sin renunciar a ninguna de las dos vertientes de su imaginación: por una parte, la  arquitectura –observen las chimeneas fabriles, de textura penetrante y abstracta, las estaciones de tren y los cafés–; por otra, el homenaje personal a sus más íntimos referentes artísticos. Y ahí, en esta Barcelona soñada, también encontramos las atmósferas impersonales de unos viandantes a menudo apresurados, como si la vida fuera eso: un fluir entre la decepción y el asombro; pero más lo segundo que lo primero. Daniel Capó. Barcelona, la Luz de la memoria . 2015 (fragmento)","null","null","null","http://www.artbarcelona.es/es/exposiciones/barcelona-la-luz-de-la-memoria/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/The-Fair_130x97_14_Baja.jpg","Galería Estrany – de la Mota","","http://www.artbarcelona.es/es/exposiciones/the-looks-the-lux-2/","Rasmus Nilausen","","02.07.15 – 18.09.15","Galería Estrany – de la Mota","The Looks. The Lux.","En su nueva exposición Rasmus Nilausen (Copenhague, 1980) exhibe una selección de sus trabajos recientes en los que  prosigue su relación personal con la historia de la pintura centrada en esta ocasión en la percepción, la luz y finalmente el lenguaje que para él constituyen los elementos claves para la interpretación subjetiva de la obra de arte. A estos elementos el pintor danés añade el uso libre de la técnica, el accidente y la ironía.","null","null","null","http://www.artbarcelona.es/es/exposiciones/the-looks-the-lux-2/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/imagen-close-cropped.jpg","ProjecteSD","","","Gilda Mantilla & Raimond Chaves, Jochen Lempert, Susan Philipsz, Isidoro Valcárcel Medina","03.06.15 – 31.07.15","03.06.15 – 31.07.15","ProjecteSD","null","","null","null","null","http://www.artbarcelona.es/es/exposiciones/close-cropped-tales-2/"
