event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías__artnou,event_maplink__1,event_id
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/06/Scan-3.jpg","Galeria Senda","","http://www.artbarcelona.es/artnou/exposicions/les-paraules-de-loptimista/","Catalina Jaramillo","","05.09.17 – 28.10.17","Galeria Senda","Les paraules de l’optimista","La nova sèrie de dibuixos de Catalina Jaramillo parteix d'un exercici simple, buscar en diccionaris de diversos idiomes les paraules “amor”, “mort”, “vida” i “final”; i interpretar, a través del dibuix, la paraula que està abans i la que està després.
Aquesta cerca proposa un joc on inici i final quedin sota la mateixa categoria: el començament d'alguna cosa indica que en algun moment acaba, i el final gairebé sempre representa un renaixement. El trajecte comença des d'endins, on l'artista es mira a si mateixa i fa un recompte d'aquestes memòries que van ser ruptures dins d'un temps particular: la fi de la infància, l'inici de l'amor, on va començar i va acabar certa història. El to dels dibuixos pretén generar una tensió entre realitat i ficció, imatges desdoblegades del subconscient que recreen una mitologia personal.","null","null","null","http://www.artbarcelona.es/artnou/exposicions/les-paraules-de-loptimista/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/06/Scan-3.jpg","Galeria Senda","","","Catalina Jaramillo","05.09.17 – 28.10.17","05.09.17 – 28.10.17","Galeria Senda","Les paraules de l’optimista","","null","null","null","http://www.artbarcelona.es/artnou/exposicions/les-paraules-de-loptimista/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/07/imagen-baja.jpg","NoguerasBlanchard","","http://www.artbarcelona.es/artnou/exposicions/pavo-realengo/","Rafael Perez Evans","","05.09.17 – 23.09.17","NoguerasBlanchard","Pavo Realengo","Una llegenda de la ciutat de Rio de Janeiro és ressucitada a Barcelona: 2004, un paó albí fou assasinat al centre de la ciutat. L’animal era la mascota d’unes prostitutes transexuals que treballàven al parc. En venjança, les prostitutes matàren i crucificàren en una valla del parc a l’agressor.","null","null","null","http://www.artbarcelona.es/artnou/exposicions/pavo-realengo/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/05/ART35-2017.PNG","Galeria Trama","","","Gabriel Coca, Adrià Gamero Casellas, Héctor Hernández, Asensio Martínez Soler, Esther Navarro, Joan Pallé, Jorge Pérez Higuera, Carlos Peris, Luciana Rago, Javier Rodríguez Lozano","05.09.17 – 26.09.17","05.09.17 – 26.09.17","Galeria Trama","ART<35 BS 2017","","null","null","null","http://www.artbarcelona.es/artnou/exposicions/art35-bs-2017/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/06/CONSUME_screen1_baja.png","etHALL","","http://www.artbarcelona.es/artnou/exposicions/col%e2%80%a2lectiva/","Cristian Herrera Dalmau, Jaume Clotet, Lluc Baños","","05.09.17 – 22.09.17","etHALL","null","La Galeria etHall presentarà una exposició col·lectiva dels artistes Cristian Herrera, Lluc Baños i Jaume Clotet, que mostraran obres realitzades específicament per a l'ocasió.","null","null","null","http://www.artbarcelona.es/artnou/exposicions/col%e2%80%a2lectiva/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/07/Martin-Llavaneras.jpg","Fundació Joan Miró","","http://www.artbarcelona.es/artnou/exposicions/fruit-belt/","Martin Llavaneras","","14.07.17 – 11.09.17","Fundació Joan Miró","Fruit Belt","Mitjançant diferents registres com el vídeo i l'escultura, el treball de Martin Llavaneras mostra el seu interès per activitats dinàmiques que permetin recodificar espais i definir un ús pràctic de la cultura.
Dins el cicle de l'Espai 13 per a la temporada 2016-2017, Martin Llavaneras s'aproxima a la noció de rastre i patrimoni a partir d'una investigació sobre l'explotació del cautxú i la indústria del pneumàtic. Es tracta d'un treball amb un marcat component ecològic que relaciona dibuix virtual i elements matèrics i estableix comparatives entre el temps geològic i el temps humà.
 
Cicle Peu a fora. Expedicions i diàspores","null","null","null","http://www.artbarcelona.es/artnou/exposicions/fruit-belt/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/06/cabecera.jpg","Ana Mas Projects","","","Mercedes Mangrané","05.09.17 – 20.09.17","05.09.17 – 20.09.17","Ana Mas Projects","Recompensa","","null","null","null","http://www.artbarcelona.es/artnou/exposicions/recompensa/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/06/AliciaKopf-Godafoss6.jpg","Galeria Joan Prats","","","Alicia Kopf, Lola Lasurt, Teresa Solar Abboud","05.09.17 – 22.09.17","05.09.17 – 22.09.17","Galeria Joan Prats","Confluències","","null","null","null","http://www.artbarcelona.es/artnou/exposicions/confluencies/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/07/Jyang_octopusbj.jpg","RocioSantaCruz","","","Jiaxi Yang","05.09.17 – 21.09.17","05.09.17 – 21.09.17","RocioSantaCruz","The horizontal mode of a waking life","","null","null","null","http://www.artbarcelona.es/artnou/exposicions/the-horizontal-way-of-a-waking-life/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/07/Martin-Llavaneras.jpg","Fundació Joan Miró","","","Martin Llavaneras","14.07.17 – 11.09.17","14.07.17 – 11.09.17","Fundació Joan Miró","Fruit Belt","","null","null","null","http://www.artbarcelona.es/artnou/exposicions/fruit-belt/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/05/Obra-1.jpg","ADN Galeria","","http://www.artbarcelona.es/artnou/exposicions/welcoming-un-projecte-de-salim-bayri/","Salim Bayri","","05.09.17 – 16.09.17","ADN Galeria","Welcoming","Salim Bayri presenta un projecte personal per primera vegada a ADN Galeria, encara en procés de concepció.","null","null","null","http://www.artbarcelona.es/artnou/exposicions/welcoming-un-projecte-de-salim-bayri/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/07/red-de-descarga-baja-JPG.jpg","La Escocesa, Centre de Creació","","http://www.artbarcelona.es/artnou/exposicions/accion-de-descarrega/","Daniel De la Barra, Guillermo Moreno Mirallas, José Caerols “Yisa”, Juan David Galindo, Julia Calvo, Lluc Baños, Marina Rubio","","05.09.17 – 23.09.17","La Escocesa, Centre de Creació","Acción de descarga","Acción de descarga és un projecte col·lectiu on els artistes residents de l'Escocesa conviden a altres artistes a participar amb una intervenció, amb l'única condició que és ""descarregui"". Es deixa oberta la porta al fet, que cada artista interpreti la idea descàrrega de la forma més lliure possible, obrint la possibilitat a múltiples interpretacions.
Cada artista segons la seva pròpia proposta determinarà la durada de la seva pròpia peça tenint com a resultat un esdeveniment amb temporalitats dinàmiques i en constant mutació. Sota aquesta senzilla premissa es crea una instal·lació en trànsit, en la qual participessin 14 artistes, creant una acció grupal que alhora manté la singularitat de cada intervenció. Convergeixen artistes de diferents contextos i mitjans, generant un espai de trobada i intercanvi.
És qüestiona el temps, l'espai i el procés expositiu per mitjà d'un mecanisme que en la seva pròpia condició de descarregar-es genera la seva pròpia extinció.
 
Artistes:

Daniel De La Barra · Marina Rubio · Lluc Baños Aixalà · José Yisa · Julia Calvo · Juan David Galindo · Guillermo Moreno
Artistes convidats:

Bernat Daviu ·Mònica Porta · Gabriela Díaz · Anna Irina Russell · Javier Arango · Ilia Mayer · Luca Hugo Brucculeri","null","null","null","http://www.artbarcelona.es/artnou/exposicions/accion-de-descarrega/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/05/Obra-1.jpg","ADN Galeria","","","Salim Bayri","05.09.17 – 16.09.17","05.09.17 – 16.09.17","ADN Galeria","Welcoming","","null","null","null","http://www.artbarcelona.es/artnou/exposicions/welcoming-un-projecte-de-salim-bayri/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/06/CONSUME_screen1_baja.png","etHALL","","","Cristian Herrera Dalmau, Jaume Clotet, Lluc Baños","05.09.17 – 22.09.17","05.09.17 – 22.09.17","etHALL","null","","null","null","null","http://www.artbarcelona.es/artnou/exposicions/col%e2%80%a2lectiva/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/07/Jyang_octopusbj.jpg","RocioSantaCruz","","http://www.artbarcelona.es/artnou/exposicions/the-horizontal-way-of-a-waking-life/","Jiaxi Yang","","05.09.17 – 21.09.17","RocioSantaCruz","The horizontal mode of a waking life","Tota l’obra de Yang s’interioritza d’una manera paradoxal: assistim a unes imatges que han estat concebudes i tractades (i ens són exposades) amb tota l’exquisidesa, la cura i el glamur que requereix una atractiva composició publicitària, però, no obstant això, són imatges protagonitzades per objectes banals, sense valor i/o de rebuig (incloent-hi el menjar), objectes senzills d’ús corrent en la vida quotidiana als quals en principi no els correspondria aquesta distinció elevadora. Però no només és destacable el fet de la seva banalitat, sinó també, i molt, el de la seva incongruent posada en escena

formal i argumental (amb aquestes insòlites coreografies, tan elegants com incoherents i absurdes, si atenem la lògica estètica convencional).
Així, se subverteix la percepció habitual que solem tenir d’aquests objectes i acaben oferint-nos una insòlita visió d’ells mateixos. El que és anodí, corrent, banal adquireix un significat nou i una nova i inesperada transcendència (l’obra de Yang està molt entroncada amb els conceptes de ready made i d’objet trouvé del dadaisme i el surrealisme de començaments del xx). En qualsevol cas, totes aquestes natures mortes es mouen en una interessant, subtil i poètica frontera entre el grotesc i l’elevat, entre el mundà i el sublim, el real i l’ambigu.
 
Jesús Micó.
 
Agraïments:
SCAN Tarragona, Chantal Grande i Pep Rigol.","null","null","null","http://www.artbarcelona.es/artnou/exposicions/the-horizontal-way-of-a-waking-life/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/06/W-youngladyonaboat.jpg","N2 Galeria","","","Uriginal","06.07.17 – 22.09.17","06.07.17 – 22.09.17","N2 Galeria","Mis Muertos / Dead Relations","","null","null","null","http://www.artbarcelona.es/artnou/exposicions/els-meus-morts/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/07/de_sucre.jpg","Bombon projects","","","Aldo Urbano","05.09.17 – 21.09.17","05.09.17 – 21.09.17","Bombon projects","null","","null","null","null","http://www.artbarcelona.es/artnou/exposicions/aldo-urbano/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/06/cabecera.jpg","Ana Mas Projects","","http://www.artbarcelona.es/artnou/exposicions/recompensa/","Mercedes Mangrané","","05.09.17 – 20.09.17","Ana Mas Projects","Recompensa","Durant alguns anys, l'interès de Mercedes Mangrané ha orbitat en torn a la societat de consum, la privatització de la vida pública i l'especulació de la natura, formalitzant-ho sobre tot des de la pintura i el vídeo.
Per a la seva primera exposició individual a Ana Mas Projects, Mercedes Mangrané exposa ""Recompensa"", una mostra de pintura i instal·lació de vídeo sobre l'imaginari esportiu com reforç als hàbits de consum. Partint de la seva quotidianitat més immediata, reflexiona sobre les petjades i narratives de l'esforç i individualisme destil·lat dels nous espais d'oci, - d'instagram al gimnàs - a través de l'estudi d'arquetips associats al confort.
Quan la línia entre allò públic i allò privat és difosa davant la sobreexposició de la vida, els espais d'oci s’ajunten amb els de negoci i la noció de ""cuidar-se"" es transforma en un exercici de visibilitat del propi esforç. És en aquest punt en el que l'artista se situa per proposar un recorregut per diferents sèries (""Penombra"", ""Maldestre"", ""Aguanta"", ""Màquines"", etc.) que des de la pròpia plasticitat de la pintura - com si fora una metàfora de la impossibilitat d'un cos se retornar a les seves dimensions originals, després de la càrrega que va ocasionar la deformació - posa en entredit metafòricament els reflexos sobre una societat que s'autodescriu des dels relats del triomf i eficàcia: finestres amb baf i tapiades en les que hi ha una pretesa confusió entre l'estar ""dins"" o ""fora""; infraestructures del gimnàs que posen com personatges; elements industrials de protecció del mobiliari, etc.
Des d'una amabilitat cromàtica - colors pastel, suaus monocroms, empastos golosos - tractar de tornar a inofensius dispositius els transfons del quals formen part d'un ordre biopolític, que ens parla del control sobre la vida.
Mercedes Mangrané
Maig, 2017","null","null","null","http://www.artbarcelona.es/artnou/exposicions/recompensa/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/06/AliciaKopf-Godafoss6.jpg","Galeria Joan Prats","","http://www.artbarcelona.es/artnou/exposicions/confluencies/","Alicia Kopf, Lola Lasurt, Teresa Solar Abboud","","05.09.17 – 22.09.17","Galeria Joan Prats","Confluències","Amb motiu de la sisena edició d’Artnou, Galeria Joan Prats presenta Confluències, una exposició que reuneix obres de les artistes Alicia Kopf, Lola Lasurt i Teresa Solar Abboud, que estableixen un diàleg amb obres d’altres artistes de la galeria escollits per elles: Cabello/Carceller, Perejaume i Fernando Prats. Sorgeix així una dinàmica basada en l’intercanvi de mirades entre artistes de diferents generacions, que dona lloc a connexions i noves lectures, de vegades directes, altres vegades inesperades.
Alicia Kopf presenta la sèrie fotogràfica Waterfall chasers (2015), que al·ludeix simbòlicament al desglaç com a moment de descontrol de les emocions, a partir de representacions de cascades. La idea de la fluïdesa de l’aigua vincula aquestes obres a una sèrie de dibuixos de Cabello/Carceller titulats Autoretrato como fuente i Fuente (2005).
L’obra de Lola Lasurt Preparation for Wit Boven Zwar (2016), formada per olis sobre tela i disfresses, proposa una reconstitució del Carnaval d’Aalst de 1946 a partir d’una pel·lícula 16mm de l’època. Amb un acostament similar, Perejaume, en la sèrie de dibuixos Ball de muntanyes (2007), associa els balls folklòrics a les muntanyes, usant, com és comú en la seva pràctica, referències a la cultura catalana que remeten a preocupacions universals.
Teresa Solar Abboud, amb Doble Mordido (2013), indaga sobre les eines i processos fotogràfics que van intervenir en els experiments de Harold Edgerton, qüestionant conceptes com la protecció, l’ocultació o la sobreexposició. De la mateixa manera, Fernando Prats, a Sismograma Chuquicamata (2008), usa tècniques parafotogràfiques, com el fumat del paper, amb la finalitat de fixar moments o rastres d’una acció en un paisatge.","null","null","null","http://www.artbarcelona.es/artnou/exposicions/confluencies/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/06/Teresita-Dennis.-Surfacing-green-45-x-30-cm-oil-on-linen-2016-small.jpeg","Tat Art Barcelona","","","Arthur Lanyon, Philip Gurrey","05.09.17 – 23.09.17","05.09.17 – 23.09.17","Tat Art Barcelona","Ceremony","","null","null","null","http://www.artbarcelona.es/artnou/exposicions/ceremony/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/07/imagen-baja.jpg","NoguerasBlanchard","","","Rafael Perez Evans","05.09.17 – 23.09.17","05.09.17 – 23.09.17","NoguerasBlanchard","Pavo Realengo","","null","null","null","http://www.artbarcelona.es/artnou/exposicions/pavo-realengo/"
"http://www.artbarcelona.es/artnou/wp-content/uploads/sites/9/2017/07/monica_planes_artnou_2017-1.jpg","àngels barcelona","","","Mònica Planes","05.09.17 – 22.09.17","05.09.17 – 22.09.17","àngels barcelona","L’objectualització del paisatge","","null","null","null","http://www.artbarcelona.es/artnou/exposicions/lobjectualitzacio-del-paisatge/"
