web-scraper-order,web-scraper-start-url,event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
"1534434433-78","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/07/EVOLUTION-web-1_950x710px.jpg","Galería Miguel Marcos","","http://www.artbarcelona.es/es/exposiciones/evolution/","Alan Charlton, Dennis Hollingsworth, Fabian Marcaccio, Glen Rubsamen, Álvaro Soler-Arpa, David Tremlett","","05.07.18 – 28.09.18","Galería Miguel Marcos","EVOLUTION","La Galeria Miguel Marcos es complau en convidar-los a l’exposició EVOLUTION, que reuneix a una sèrie d’artistes internacionals, on les seves obres devendran el nucli amb el que il·luminar algunes qüestions sobre l’art contemporani actual.
El fet de conjugar obres d’ Alan Charlton, Dennis Hollingsworth, Fabian Marcaccio, Glen Rubsamen, Álvaro Soler-Arpa i David Tremlett, suposa reconstruir a les sales de la galería la línea de la creació artística de les últimes dècades, de la que s’enten l’evolució constant en l’ àmbit de la pintura i la Història de l’Art en general. Tots, artistes experimentals que abarquen diferents tècniques i disciplines per aconseguir obres de totes las condicions minimalistes i figuratives, al marge d’estils o possibles narratives.
El relat expositiu s’estructura a partir de la idea d’intenció artística, considerant les obres com manifestos visuals capaços d’expressar diverses concepcions sobre el que pot ser i ha de ser l’art i el rol que aquest aporta a la societat.
Les obres que configuren aquesta exposició s’agrupen atenent a criteris d’afinitat dels autors des dels quals entendre que l’apropament en l’ us del llenguatge artístic no es tradueix necessàriament en una finalitat comú respecte l’objectiu del seu art. Mirades que no es plantegen ja des de la mímesis o la cerca de l’ originalitat, sinó des de l’aspiració de la pràctica pictòrica com a procés intel·lectual i de construcció del subjecte.
El llarg i convuls trajecte en les arts que transcorre des de l’aparició del cubisme i de l’art abstracte cap a finals de la primera dècada de 1900 fins a la corrent més essencialista, el Minimal Art, està impregnat de guerres i revolucions i també de grans canvis ideològics i socials. A l’ exposició es poden veure obres dels seguidors d’aquesta perspectiva, tant
Alan Charlton, com David Tremlett aposten pel moviment minimal, partint d’una visió molt particular de la creació pictòrica, en la que intervé el gust per l’arquitectura, la geometría i les matemàtiques.
L’obra de DAVID TREMLETT (St.Austell, Cornwall, Anglaterra, 1945) es basa en la idea del desplaçament en el temps i en l’espai i descriu un món imaginari i memorable on les circunval·lacions están en ressonància amb un errar llegendari. Cadascuna de les seves realitzacions procedeix del que s’anomena una projecció. El paper se li apareix com un nou camp d’experimentació, un nou viatge. A l’artista li apassiona la tècnica del pastel, que ell defineix com: “És una pols fràgil, delicada, tan lleugera que es pot bufar, però al mateix temps es pot fer una mica forta, exigent i estructuralment resistent”.
En l’univers creatiu d’ ALAN CHARLTON (Sheffield, Anglaterra, 1948) configura estudis basats en el color gris, que realitza sota un mètode sistemàtic amb el que calcula la seva mesura i estructura. La construcció tècnica de les seves pintures és sempre la mateixa, parteix de mòduls de 4,5 cm a partir dels quals determina la seva longitud i amplada, creant estructures que evolucionen per la seva pròpia lògica interna. Aquesta mesura, és el número d’ or de l’artista. En el fons, la voluntat de trobar la més perfecta i harmoniosa mesura d’un objecte ha estat un tòpic des de Platón a Euclides, de Leonardo a Mondrian. Per un altre costat, el color gris, considerat en el món de l’art como un no-color, no representa un punt d’inici o final como seria el cas del blanc o el negre, sino un punt central, immòbil en la superfície.
En l’art de DENNIS HOLLINGSWORTH (Los Ángeles, EE. UU, 1956) es plantegen algunes de las qüestions bàsiques de l’art abstracte com el poder absolut de l’art, l’emancipació de convencions i la revolució espiritual per expressar el que està ocult als sentits. En els seus quadres s’observa el remolí multicolor de la seva paleta, que es torna quasi fauvista combinada amb el psicoanàlisis de la creació, donant lloc a una obra carregada de simbolisme i emocions, en la qual s’intueixen la llibertat i la contenció, la matemàtica pura, el caos originari i la més harmoniosa confusió de la fantasia. Contextualitzat en els seus inicis en el marc dels nous expressionistes americans, la seva actitud davant l’art i la pintura es van materialitzar en una rebel·lió contra la industria del que és bell, en una aporía induïda per una fascinació romàntica amb allò il·limitat i en un estrany desig de desmaterialitzar la pintura en “pura visualitat”.
FABIAN MARCACCIO (Rosario, Argentina, 1963) configura una investigació artística en torn a la supervivència de la pintura en l’era digital. En els seus quadres veiem l’ interès i la preocupació per la creixent evolució en els camps mediàtics, abordant les imatges i temes contemporanis relacionats amb la societat, l’economia i la política —des de la crisis bancària fins al terrorisme— que van creant una història contemporània al·lucinada i caleidoscòpica en la saturació mediàtica del nostre temps, particularment als Estats Units. Utilitza tècniques digitals i industrials como part del seu procés pictòric, mostrant una preocupació constant per la representació del temps i l’espai des de la perspectiva del transgènere. El resultat es tradueix en pintures ambientals en les que combina les imatges manipulades digitalment amb la seva dimensió tridimensional i caràcter pictòric.
L’ obra de GLEN RUBSAMEN (Los Ángeles, EE. UU, 1959) es centra en la documentació i recopilació de determinats moments de la naturalesa carregats de gran potència i dramatisme i absoluta tranquil·litat sensual. El paisatge de Rubsamen és mínim, fragmentari, il·localitzable, però poseït per una inquietant perspectiva on tenen cabuda els més insospitats assumptes. Les seves palmeres siluetejades en negra sobre un esplèndit camp de color no son sino metàfores d’una realitat que permet tots els seus infinits enquadraments. Una atmosfera desvinculada de qualsevol referència espai-temporal on l’espectador s’endinsa, desubicat i atent, per a participar d’una acció estàtica on allò orgànic es converteix en artificial.
Per últim, l’escultura d’ ÁLVARO SOLER-ARPA (Girona, Espanya, 1974) ens porta al punt final de l’exposició i mostra una de les preocupacions principals de l’evolució humana, demostrant a la vegada un possible escenari amb tints apocalíptics que l’artista situa en un futur no molt llunyà si les coses no canvien. Una visió subjetiva i poètica del que la societat de consum està causant en el planeta. Engloba una llarga llista de desordres com l ‘explotació desmesurada dels recursos i el maltracte generalitzat dels mateixos, l’augment exponencial de la densitat demogràfica i les longevitats desenvolupades artificialment.","null","null","null","http://www.artbarcelona.es/es/exposiciones/evolution/"
"1534434363-53","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/06/ANVERSO-texto-reducido-flyer-Gueell-y-Husni-Bey-copia.jpg","ADN Galería","","","Núria Güell, Levi Orta, Adelita Husni-Bey","30.06.18 – 07.09.18","30.06.18 – 07.09.18","ADN Galería","Al final de todos los sueños humanos no hay más que polvo","","null","null","null","http://www.artbarcelona.es/es/exposiciones/al-final-de-todos-los-suenos-humanos-no-hay-mas-que-polvo/"
"1534434367-65","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/07/postal_hulten_cara.jpg","àngels barcelona","","http://www.artbarcelona.es/es/exposiciones/casual-causal/","Sofia Hultén","","02.07.18 – 21.09.18","àngels barcelona","Casual Causal","Com a part de ""galeria en residència"" (una secció del nostre programa desenvolupada anualment des 2016), àngels barcelona es complau a presentar Casual Causal, una exposició de Sofia Hultén (1972, Estocolm), amb la col·laboració de la galeria NORDENHAKE (Berlin - Stockholm). En línia amb el treball de Hultén, que qüestiona la temporalitat dels objectes quotidians i les múltiples possibilitats que aquests ofereixen en deixar enrere la seva funcionalitat original, esta exposición busca ressaltar la rellevància de la causalitat en la nostra vida quotidiana amb un seguit d'obres que presenten una pluralitat de realitats així com una multiplicitat de seqüències com a possibles alternatives a l'ordre establert de les coses.","null","null","null","http://www.artbarcelona.es/es/exposiciones/casual-causal/"
"1534434363-59","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/06/DRC-28.marzo_.2010-esmalte.jpg","Galería Marlborough","","","Joaquín Barón, Juan Correa, Hugo Fontela, Manuel Franquelo, Juan Genovés, Pablo Genovés, Riera i Aragó, David Rodríguez Caballero, Manolo Valdés, Tadanori Yamaguchi","28.06.18 – 22.09.18","28.06.18 – 22.09.18","Galería Marlborough","Classic and Contemporary Art","","null","null","null","http://www.artbarcelona.es/es/exposiciones/classic-and-contemporary-art-2018/"
"1534434389-74","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/06/hippo1b.jpg","N2 Galería","","http://www.artbarcelona.es/es/exposiciones/ephemeral/","Roc Blacblock, Mohamed L'Ghacham, Rodrigo Romero","","21.06.18 – 19.09.18","N2 Galería","Ephemeral","En Ephemeral presentamos los últimos trabajos de estudio de tres reconocidos nombres del Street-Art: Roc Blackblock, Mohamed L’Ghacham y Rodrigo Romero. Tres jóvenes artistas que, desde su personal acercamiento, abordan distintos aspectos de la naturaleza efímera de la existencia. Las nuevas maneras de relacionarnos introducidas por el uso de las nuevas tecnologías y las redes sociales han multiplicado la percepción de fugacidad de la vida hasta extremos vertiginosos. La visión de estos artistas no es la de quien, desde una edad madura mira atrás con nostalgia, sino la de quien cobra conciencia de la traslación del concepto de obsolescencia programada a todos los ámbitos de la vida.
Mohamed L’Ghacham, a pesar de su juventud, goza de una importante proyección internacional. En la actualidad se encuentra en Los Ángeles preparando nuevas obras en una Residencia Artística para la que será su primera individual en esta ciudad a finales de año, mientras su obra es expuesta en Nueva York en la Monike Art Fair de la mano de la galería californiana PDP. Ha dejado murales en diferentes localidades de Estados Unidos, Francia, Marruecos, Italia y España. En las obras preparadas para N2 se centra en escenas cotidianas, instantáneas familiares y álbumes de fotos. Momentos que a menudo borra la memoria y que solo vencen su naturaleza efímera en la obra de arte.
Roc Blackblock es conocido por sus murales de gran formato comprometidos con reivindicaciones de índole social como la recuperación de la memoria de las víctimas de diferentes conflictos del SXX o la redignificación de barrios y colectividades. En su propuesta para N2, el concepto de la exposición no solo está plasmado en la temática de las obras, sino también en la técnica utilizada: experimenta por primera vez con el papel para convertir la plantilla o stencil en obra final. En la exposición podremos ver obras pictóricas en diferentes soportes: papel, metal, lienzo y madera reciclada.
Rodrigo Romero, cuyas esculturas suelen formar parte de intervenciones urbanas y han ganado numerosos premios, nos presenta para esta muestra pequeñas parejas de animales interaccionando entre sí. Lo efímero, aquí, es el contacto o la relación, desde el enfrentamiento entre hipopótamos hasta la madre jabalí con su cría. En sus esculturas la huella del graffiti se ve plasmada en su particular manera de aplicar la pintura a sus piezas.","null","null","null","http://www.artbarcelona.es/es/exposiciones/ephemeral/"
"1534434363-56","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/05/artbarcelona.jpg","Galería Eude","","","Ansesa, Arranz Bravo, Casanoves, Ferran, Guinovart, Maxart, Ràfols Casamada, Riera i Aragó, Gerard Sala, Tharrats, Vayreda","03.05.18 – 15.09.18","03.05.18 – 15.09.18","Galería Eude","Obra gráfica original. Homenaje a Edicions Bertó","","null","null","null","http://www.artbarcelona.es/es/exposiciones/obra-grafica-original-homenaje-a-edicions-berto/"
"1534434363-55","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/06/Croquis-borneo.jpg","Galería Joan Prats","","","Josep Lluís Mateo","21.06.18 – 14.09.18","21.06.18 – 14.09.18","Galería Joan Prats","Footprints","","null","null","null","http://www.artbarcelona.es/es/exposiciones/footprints/"
"1534434363-63","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/05/sculpture_986_Z_8-633x475.jpg","Galería Carles Taché","","","Javier Pérez","24.05.18 – 01.09.18","24.05.18 – 01.09.18","Galería Carles Taché","Revelaciones","","null","null","null","http://www.artbarcelona.es/es/exposiciones/revelaciones/"
"1534434363-54","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/07/EVOLUTION-web-1_950x710px.jpg","Galería Miguel Marcos","","","Alan Charlton, Dennis Hollingsworth, Fabian Marcaccio, Glen Rubsamen, Álvaro Soler-Arpa, David Tremlett","05.07.18 – 28.09.18","05.07.18 – 28.09.18","Galería Miguel Marcos","EVOLUTION","","null","null","null","http://www.artbarcelona.es/es/exposiciones/evolution/"
"1534434417-77","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/06/Croquis-borneo.jpg","Galería Joan Prats","","http://www.artbarcelona.es/es/exposiciones/footprints/","Josep Lluís Mateo","","21.06.18 – 14.09.18","Galería Joan Prats","Footprints","Galeria Joan Prats presenta Footprints, la primera exposición del arquitecto Josep Lluís Mateo.
A través de una selección de obras realizadas y proyectos, la exposición quiere acercarse a la trayectoria de Mateo de un modo no cronológico, buscando formas de narrar la arquitectura desde las temáticas inherentes a su práctica. La arquitectura de Mateo se caracteriza por una herencia de la modernidad, que se interesa por la búsqueda de la luz, un intenso diálogo con el contexto, y una conexión entre la idea y el material. Sus proyectos son reflexivos y estratégicos, hablan del espacio y cuidan la relación entre lo mineral y lo vegetal.
Maquetas, fotografías, vídeos, collage y esbozos permiten aprehender la complejidad de su proceso creativo y constructivo. Encontramos, por ejemplo, materiales históricos de proyectos tan emblemáticos como la urbanización del pueblo medieval de Ullastret, maquetas que materializan la evolución de un concepto constructivo, como es el caso de la fachada del Centro de Convenciones Internacional de Barcelona, o fotografías que muestran la interacción de la obra con su entorno.
‘Un recorrido, una trayectoria, se compone de una sucesión de puntos, de pasos, de huellas… que, miradas en su conjunto, nos indican una dirección, nos revelan (o no) su sentido.

Aquí, sin voluntad de trazar la línea, enseñaremos unos cuantos puntos, algunas huellas de nuestro trayecto.

Así otros podrían trazarla.

Estos momentos se explican con los materiales que los produjeron.

Aunque la arquitectura es un fenómeno complejo en su resultado (atiende a la materia, al espacio, al uso, a la economía…), en su producción, hay un momento inicial de síntesis en donde se genera la energía necesaria para su desarrollo.

También hay algún momento final que sintetiza, en un segundo, como un flash, todo el esfuerzo realizado.

Mostrar estos materiales iniciales, que condensan la idea, y algunos documentos finales, que iluminan la realidad, es el objetivo de esta exposición.’
Josep Lluís Mateo
 
La exposición destaca el trabajo de fotógrafos que acompañan la visión de Josep Lluís Mateo como Aldo Amoretti, Gabriele Basilico, Jordi Bernadó, Jan Bitter, Luc Boegly, Ferran Freixa, Adrià Goula, Albert Masias y Xavier Ribas.
Josep Lluís Mateo es arquitecto por la Escola Tècnica Superior d’Arquitectura de Barcelona (ETSAB) y doctor “cum laude” por la Universitat Politècnica de Catalunya (UPC). Desde 2002, es catedrático de Arquitectura y Diseño en la ETH-Eidgenössische Technische Hochscule Zürich. Ha impartido conferencias y cursos en las principales instituciones académicas y profesionales del mundo, entre otras: académico invitado en el J.P. Getty Center en Los Ángeles, profesor invitado en Harvard University-GSD y en AHO Oslo.
En su carrera, galardonada con el Premio A+2011 a la mejor trayectoria profesional, destacan obras como la urbanización del pueblo medieval de Ullastret, Girona (Premio Bienal de Santander 1991); el plan de ordenación de la zona deportiva de la Universitat Autònoma de Barcelona (mención especial Premios FAD de Arquitectura e Interiorismo 1993); el complejo de viviendas en el muelle de Borneo en Ámsterdam (Premio CEOE 2001); la vivienda unifamiliar en Mallorca (Premio a la Mejor Obra en el Apartado de vivienda unifamiliar 1997-2001 otorgado por el Colegio Oficial de Arquitectos de las Islas Baleares); el Centro de Convenciones Internacional de Barcelona – CCIB (Premio Top International Purpose 2009 – C&ITE Magazine y Oro al Mejor Centro de Convenciones en el Extranjero 2010 – M&IT Industry Awards); la Sede Central del Deutsche Bundesbank en Chemnitz (2004, Alemania); el Colegio Mayor Sant Jordi en Barcelona (Trofeo Archizinc 2008); el edificio WTC Almeda Park de Cornellà, Barcelona (Premio A+ a la arquitectura para el trabajo 2010); La Factory, edificio de oficinas en Boulogne-Billancourt, París (Premio NAN Arquitectura y Construcción 2010); la Sede Central de la compañía PGGM en Zeist, Holanda (Premio NAN Arquitectura y Construcción 2011); la Filmoteca de Catalunya (2012, Barcelona); el Centro de Cultura Contemporânea, como pieza culminante de la renovación del centro histórico de Castelo Branco (2013, Portugal); y Bayonne. Entrée de ville, remodelación urbanística del frente urbano del río Adour, incluyendo proyecto edificatorio (2016, Francia). Su obra ha sido extensamente publicada y expuesta, entre otros lugares, en el MoMA (Nueva York, 2006), en el Pavillon de l’Arsenal (París, 2009), en la Bienal de Venecia (2012) y en la Galerie d’Architecture (París, 2013).","null","null","null","http://www.artbarcelona.es/es/exposiciones/footprints/"
"1534434363-61","http://www.artbarcelona.es/es/agenda/","http://www.artbarcelona.es/wp-content/uploads/2018/07/Opening-Accrochage-4-Dauder-Jotta-Mendizabal-Oriol-Aribau.jpg","ProjecteSD","","","","04.07.18 – 28.08.18","04.07.18 – 28.08.18","ProjecteSD","ACCROCHAGE #4:  DAUDER, JOTTA, MENDIZABAL Y ORIOL ARIBAU","","null","null","null","http://www.artbarcelona.es/es/exposiciones/accrochage-4-dauder-jotta-mendizabal-y-oriol-aribau/"
