web-scraper-order,web-scraper-start-url,event_title1,event_title2,event_image-src,event_text,event_start,event_end,event_venue,event_link,event_link-href,event_organizer__MACBA,event_category__Actividad__MACBA,event_maplink__1,event_cost__,event_id
"1526029961-161","http://www.macba.cat/es/actividades","Día y Noche de los museos","Jornada de puertas abiertas con acceso gratuito a exposiciones y actividades","/uploads/20180306/MACBA_171212_129.2.jpg","El viernes 18 y el sábado 19 de mayo celebramos dos ocasiones especiales del calendario cultural: el Día Internacional de los Museos y la Noche de los Museos.



Con este motivo, el MACBA ofrecerá una jornada de puertas abiertas el viernes 18 de mayo, de 11 a 19.30 h; y el sábado 19 de mayo, de 16 h a 1 h de la madrugada. Además de disfrutar de entrada libre a todas las exposiciones, el público podrá participar en un amplio programa de actividades gratuitas. 



También, MACBA BOOKS, venta especial de libros en MACBA Store Laie. 

Del 16 al 21 de mayo en horario habitual del museo. 



DÍA INTERNACIONAL DE LOS MUSEOS. Viernes 18 de mayo, de 11 a 19.30 h

REVUELTA EN EL CÓMIC

Viernes 18 de 11 a 19.30 h

Un conjunto de microinstituciones que, en términos de difusión, distribución y producción, conforman una de las escenas más activas y comprometidas del cómic de la ciudad, se dan cita en el museo esta noche. Prácticas asentadas en el desbordamiento de la viñeta y de la propia publicación para ocupar espacios y tiempos desde el espacio expositivo. Junto a ellas, una serie de intervenciones de autores que en su trabajo acercan el cómic a otras disciplinas, como la literatura, la performance, la música y el arte contemporáneo desde diferentes posicionamientos, visibilizando tanto fricciones como posibles nuevas alianzas.

Comisariado por Francesc Ruiz, con la participación de Fatbottom, Gutter Fest, Máquina Total, CCCCC (Centro de Conservación y Comunicación del Cómic Contemporáneo), Efrén Álvarez, Mery Cuesta, Conxita Herrero & María el Problema, Ilan Manouach, Irkus M. Zeberio, Un Faulduo, Martín Vitaliti, Andrea Ganuza, Marta Cartu, Gabri Molist, Tronco, Cuesta/Vitaliti Drum Duo, Tuareg + Pablo Taladro y Mirena Ossorno DJ.



VISITA LAS EXPOSICIONES

Visita las exposiciones del MACBA gratuitamente.



LA NOCHE DE LOS MUSEOS. Sábado 19 de mayo de 10 a 01 h

REVUELTA EN EL CÓMIC, de 10 a 01 h



UN ACTO DE PARRESÍA, a las 20 h y a las 22 h

Visita guiada performática a la exposición Archivo desencajado

A cargo de Juan David Galindo, Itxaso Corral y Alba Rihe

Lugar: Centro de Estudios y Documentación MACBA. Con inscripción previa.



PARLEM DE… COLECCIÓN MACBA. BAJO LA SUPERFICIE, 18.30 h

A cargo de Pep Agut, artista. Con inscripción previa.



VISITAS COMENTADAS A LAS EXPOSICIONES, de 19 a 22 h, a cada hora en punto 

- Colección MACBA. Bajo la superficie

- Francesc Torres. La campana hermética. Espacio para una antropología intransferible

- Oscar Masotta. La teoría como acción

- Domènec. Ni aquí ni en ningún lugar

- Melanie Smith



- Soporte de intérprete en lengua de signos en las visitas comentadas a las exposiciones, de 19 a 21 h 

- Visita comentada adaptada para personas con discapacidad visual a la exposición Colección MACBA. Bajo la superficie, 17.30 h



(LA) PIEL DEL MUSEO

Proyecciones en el exterior de la torre del museo con motivo de la exposición Archivo desencajado. A cargo de Laura Arensburg, Ana Luiza Braga, Julieta Obiols y Lior Zalis, Koralsky

Lugar: Plaça dels Àngels. A partir de la puesta de sol. 



BAR-TERRAZA

Viernes 18 de 16 a 22 h y sábado 19 de 16 a 01 h. Sesiones de Dj durante los dos días","18","19 mayo 2018","MACBA","","https://www.macba.cat/es/la-noche-de-los-museos-2018/1//activ","null","null","null","null","/es/la-noche-de-los-museos-2018/1//activ"
"1526029969-165","http://www.macba.cat/es/actividades","Conversación entre la artista Melanie Smith y Tanya Barson, comisaria de la exposición","Melanie Smith","/uploads/20180228/34.1.jpg","Conversación entre la artista Melanie Smith y Tanya Barson, comisaria de la exposición, con motivo de la muestra dedicada a Smith, la más exhaustiva exposición institucional en Europa sobre el trabajo de la artista. La exposición incluye el amplio abanico de medios utilizados por Melanie Smith, desde sus primeras esculturas, ensamblajes, relieves y pinturas hasta sus obras en vídeo, fotografía e instalaciones.","17 mayo 2018","null","","","https://www.macba.cat/es/conversacion-melanie-smith-tanya-barson/1//activ","null","null","null","null","/es/conversacion-melanie-smith-tanya-barson/1//activ"
"1526029980-170","http://www.macba.cat/es/actividades","Parlem de... Colección. Bajo la supeficie","Con Pep Agut, artista","/uploads/20180406/rep_Sota_la_superficie_2017_042.3.jpg","PARLEM DE… COLECCIÓN MACBA. BAJO LA SUPERFICIE

Con Ignasi Aballí, Pep Agut, Ángela de la Cruz, Dora García, Antonia M. Perelló y Jordi Colomer



El programa Parlem de quiere generar espacios de debate, a partir de las exposiciones del museo, entre distintos agentes y artistas de la ciudad y el público que nos visita. Es un espacio de encuentro que entiende las exposiciones como poderosos dispositivos activadores de la imaginación y generadores de discursos que a menudo exceden aquellos previstos por la institución o preconcebidos por el equipo curatorial.","14 oct. 2017","19 mayo 2018","MACBA","","https://www.macba.cat/es/parlem-de-colleccion-macba-bajo-supeficie/1/all/activ","null","null","null","null","/es/parlem-de-colleccion-macba-bajo-supeficie/1/all/activ"
"1526029984-172","http://www.macba.cat/es/actividades","Proyecto departamento exotérico","Grupo de autoformación. Edición 2018","/uploads/20170314/Dep.exotn_ric_dibuix_Jordi.3.jpg","Departamento exotérico es un proyecto artístico y un planteamiento pedagógico dirigido a estudiantes de todos los ámbitos a partir de los 18 años. No se requiere haber cursado previamente estudios específicos de arte.



Se trata de un grupo de investigación residente en el museo que trabaja con la consigna: «¿Qué quieres aprender? ¿Qué puedes enseñar?» con un planteamiento educativo que propicia la horizontalidad y la autogestión entre los participantes y que crea un espacio de intercambio de conocimientos y experiencias alrededor del arte y del pensamiento contemporáneo.

 

El proyecto se desarrolla de enero a diciembre de 2018 y consta de dos sesiones mensuales que combinan charlas, visitas a varios espacios culturales, visionados y sesiones con invitados. Lo gestionan los mismos participantes, quienes construyen así la programación a partir de sus intereses y abren la posibilidad de trabajar con preguntas y respuestas alternativas a las que se encuentran en el contexto educativo reglado. 



Es un espacio de gestión colectiva en el que los tres agentes implicados –estudiantes, artista y equipo educativo del museo– vertebran tanto la programación del proyecto como el formato en el que se lleva a cabo. Desde esta experiencia y práctica el departamento exotérico se puede entender como un espacio de investigación en el ámbito educativo autogestionado.","08 ene.","21 dic. 2018","","","https://www.macba.cat/es/departamento-exoterico-2018/1/all/activ","null","null","null","null","/es/departamento-exoterico-2018/1/all/activ"
"1526029989-174","http://www.macba.cat/es/actividades","Nos adentramos contigo en las exposiciones","null","/uploads/20180208/38.2.jpg","El MACBA tiene una vocación educativa y pone a disposición de los visitantes un equipo permanente de educadores que atiende al público, tanto en presentaciones y visitas guiadas en horarios fijos como en visitas concertadas para grupos. Además, está a disposición de los visitantes para resolver las dudas que se presenten durante su visita a las salas, informarles sobre las obras expuestas o comentar las exposiciones.



Queremos que las salas del Museo sean un lugar de creación de conocimiento a través de la interacción con la obra de arte, un espacio que estimule el diálogo y la reflexión compartida entre los educadores y los distintos públicos que lo visitan.","null","null","MACBA","","https://www.macba.cat/es/visitas-a-las-exposiciones/1/all/activ","null","null","null","null","/es/visitas-a-las-exposiciones/1/all/activ"
"1526029957-159","http://www.macba.cat/es/actividades","(La) Piel del museo","Proyecciones en el exterior de la torre del museo con motivo de la exposición ""Archivo desencajado""","/uploads/20180502/La_Piel_del_Museo.3.jpg","Proyecciones en el exterior de la torre del museo con motivo de la exposición Archivo desencajado. A cargo de Laura Arensburg, Ana Luiza Braga, Julieta Obiols y Lior Zalis, Vatiu Nicolás Koralsky.



Desencajar el museo, ponerle piel. Dar textura con el propio archivo a la superficie aséptica de un centro de exhibición. Envolverlo de cuerpo. 



Se proyectará durante toda la Noche de los Museos una serie de cuerpos, pieles, superficies. Así se generará una composición azarosa, a través de la superposición de las imágenes fijas de las pieles del archivo desencajado y las imágenes audiovisuales de los cuerpos participantes en la proyección. De esta forma se conjugarán las temporalidades y visibilidades de las texturas proyectadas. Será una manera de desplazar el archivo hacia la superficie externa del museo intervenida por el público.





Este programa se desarrolla en el marco del  Día y Noche de los museos.","19 mayo 2018","null","Plaça dels Àngels","","https://www.macba.cat/es/proyeccion-la-piel-del-museo/1//activ","null","null","null","null","/es/proyeccion-la-piel-del-museo/1//activ"
"1526029965-163","http://www.macba.cat/es/actividades","Cómic Mal","Taller de cómic experimental","/uploads/20180509/Mercury_2017__Andrea_Ganuza_web.4.jpg","Cómic Mal se plantea como un taller intensivo que, partiendo de una pequeña introducción teórica, pretende desarrollarse como una rave de dibujo incorrecto. Durante la sesión nos aproximaremos a las estructuras más tradicionales de la historieta para subvertirlas, emborronarlas y deformarlas, ya sea para cuestionarlas o simplemente por el placer de demoler. Así, nos inventaremos una forma de contar historias en grupo, abrazando la energía del desorden y la improvisación. Trabajaremos la gráfica aberrante y sucia, buscaremos rincones incómodos, sudaremos tinta e intentaremos hacer las cosas mal lo mejor posible.



Taller impartido por Andrea Ganuza (Pamplona, 1988). Ganuza utiliza la parte más confesional del cómic autobiográfico para reflexionar en torno a dilemas individuales y colectivos, confrontando y planteando preguntas sobre ciertos patrones sociopolíticos establecidos. Activa en el mundo de la autoedición y el fanzine, ha llevado a cabo diversas publicaciones individuales como Todo Se Derrumba  (2017, autoeditado), SCMBR o Barro Desafinado (2016, NauEstruch) y Puta Mierda (2015, Morboso y Mohoso),  y proyectos colectivos como PUMPK Festival de Autoedición de Pamplona/Iruña o Nenazas, un colectivo feminista, hereje y mutante. Su trabajo, a medio camino entre el arte contemporáneo y el cómic, le ha llevado a exponer en instituciones como la Fundació Suñol y Can Felipa en Barcelona o la Galería Rafael Pérez Hernando en Madrid, y a realizar residencias en espacios como Nau Estruch (Sabadell) o Taller 7 (Medellín), esta última gracias a una beca de Hangar Barcelona. De forma paralela desarrolla su trabajo pedagógico realizando talleres en espacios oficiales como Elisava Escuela de Diseño y alternativos como el Festival de Cómic GRAF o librería La Caníbal, además de colaborar en diversos colegios y centros.



Este taller forma parte del programa Revuelta en el cómic, con motivo del Día Internacional de los Museos.","18 mayo 2018","null","Espai Taller  MACBA","","https://www.macba.cat/es/taller-comic-mal/1//activ","null","null","null","null","/es/taller-comic-mal/1//activ"
"1526029934-150","http://www.macba.cat/es/actividades","Parlem de... Melanie Smith. Farsa y artificio","Con Tanya Barson, comisaria de la exposición","/uploads/20180427/Fordlandia_still__040.0.jpg","PARLEM DE MELANIE SMITH. FARSA Y ARTIFICIO

Con Tanya Barson



El programa Parlem de quiere generar espacios de debate, a partir de las exposiciones del museo, entre distintos agentes y artistas de la ciudad y el público que nos visita. Es un espacio de encuentro que entiende las exposiciones como poderosos dispositivos activadores de la imaginación y generadores de discursos que a menudo exceden aquellos previstos por la institución o preconcebidos por el equipo curatorial.","09 jun. 2018","null","MACBA","","https://www.macba.cat/es/parlem-de-melanie-smith-farsa-y-artificio/1//activ","null","null","null","null","/es/parlem-de-melanie-smith-farsa-y-artificio/1//activ"
"1526029953-157","http://www.macba.cat/es/actividades","Presentación del libro ""El arte queer del fracaso""","Con Jack Halberstam, Lucía Egaña Rojas y Javier Sáez","/uploads/20180509/El_Arte_Queer_del_Fracaso_frontal.3.jpg","El arte queer del fracaso (Egales, 2018) explica, con ejemplos de la cultura popular –películas de dibujos animados, cómics, etc.– y del arte feminista que fracasar, en el sentido de no encajar en las normas sociales de éxito o de género o en marcos heteronormativos, no es tan malo. Al contrario, da lugar a la creatividad y nos permite vivir de otra manera, no heterocentrada o ciscentrada, sin sentir la presión de la ideología yanqui del éxito a toda costa.



Halberstam tiene la rara habilidad de descubrir espacios o realidades políticas incómodas. Lo vemos, por ejemplo, en el complejo y sutil capítulo sobre los vínculos entre la homosexualidad y el régimen nazi, o en el que trata de la pasividad radical en cierto tipo de sexo entre mujeres. El enfoque racial también está siempre presente: el pasado racista y esclavista de los Estados Unidos tiene efectos sobre las sexualidades actuales, aunque este enfoque suele quedar fuera del movimiento LGBT mayoritario.



La presentación del libro contará con la presencia del autor, Jack Halberstam, además de su traductor al castellano, Javier Sáez, y de Lucía Egaña, comisaria del Archivo desencajado.","26 mayo 2018","null","Auditori Meier","","https://www.macba.cat/es/presentacion-libro-arte-queer-del-fracaso/1//activ","null","null","null","null","/es/presentacion-libro-arte-queer-del-fracaso/1//activ"
"1526029995-177","http://www.macba.cat/es/actividades","Parlem de... Domènec. Ni aquí ni en ningún lugar","Con los artistas Domènec, Alán Carrasco  y Josep Bohigas","/uploads/20180228/PnOginas_desdedossier_MACBA_juny_2017.3.jpg","PARLEM DE... DOMÈNEC. NI AQUÍ NI EN NINGÚN LUGAR  

Con Domènec, Alán Carrasco y Josep Bohigas



El programa Parlem de quiere generar espacios de debate, a partir de las exposiciones del museo, entre distintos agentes y artistas de la ciudad y el público que nos visita. Es un espacio de encuentro que entiende las exposiciones como poderosos dispositivos activadores de la imaginación y generadores de discursos que a menudo exceden aquellos previstos por la institución o preconcebidos por el equipo curatorial.","21 abr.","02 jun. 2018","MACBA","","https://www.macba.cat/es/parlem-de-domenec-not-here-not-anywhere/1/all/activ","null","null","null","null","/es/parlem-de-domenec-not-here-not-anywhere/1/all/activ"
