event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
"http://www.artbarcelona.es/wp-content/uploads/2015/09/KHM-MULLICAN-8203-small.jpg","ProjecteSD","","http://www.artbarcelona.es/es/exposiciones/the-meaning-of-things/","Matt Mullican","","01.10.15 – 14.11.15","ProjecteSD","The Meaning of Things","Desarrollada durante las últimas tres décadas, la obra de Matt Mullican puede considerarse una de las contribuciones de más influencia en el arte contemporáneo de los últimos años. Su trabajo es a la vez misterioso y claro, y extraordinario por la multiplicidad de medios con que se expresa. La sistematización, la estructura y la ordenación de su particular visión del mundo, que oscila entre lo personal y universal, son temas centrales en el trabajo de Mullican. Sus obras no funcionan como piezas aisladas; su comprensión se basa en las relaciones que se establecen entre ellas, dentro del conjunto de todo su trabajo. Relaciones que se establecen a través del lenguaje y de los signos, a través de la repetición, el ritmo y la asociación. Todos sus trabajos forman una unidad semántica continua.
Desde finales de los años 70, las performances realizadas bajo hipnosis han jugado un papel fundamental en la obra de Mullican. Han sido la base, como el propio artista ha enunciado en repetidas ocasiones, para “entrar en la imagen”: ver el mundo o una “imagen” del mismo, explorar la frontera entre la ficción y la realidad; una forma de plantear la relación entre lo subjetivo y lo objetivo y una herramienta esencial para el desarrollo de toda su obra.
Para su cuarta exposición en ProjecteSD, Mullican presentará su nueva obra The meaning of things, una instalación de más de 600 collages sobre papel, donde el universo enciclopédico, visual y gráfico de Mullican se despliega de forma inagotable.
Paralelamente a su exposición en ProjecteSD, Mullican presentará la performance ""That person will be talking"" en el Espai Zero de la Fundación Suñol el sábado 3 de octubre a las 18.30 h. (Aforo muy limitado, Se ruega inscripción previa en: lm[arroba]projectesd.com, hasta el 26 de septiembre).","null","null","null","http://www.artbarcelona.es/es/exposiciones/the-meaning-of-things/"
"http://www.artbarcelona.es/wp-content/uploads/2015/09/Romulo_Royo-Geshtinanna.jpg","Galería Miguel Marcos","","","Romulo Royo","30.09.15 – 27.11.15","30.09.15 – 27.11.15","Galería Miguel Marcos","Goddesses of Nibiru","","null","null","null","http://www.artbarcelona.es/es/exposiciones/goddesses-of-nibiru/"
"http://www.artbarcelona.es/wp-content/uploads/2015/11/Waning-moon_2014_resina-poliester_150x150x501.jpg","3 Punts Galería","","http://www.artbarcelona.es/es/exposiciones/dust-escultura/","Samuel Salcedo","","08.10.15 – 27.11.15","3 Punts Galería","“Dust” (escultura)","Samuel Salcedo presenta más de una quincena de obras y sigue experimentando con distintos materiales y tamaños. En la exposición se pueden ver sus conocidas cabezas y personajes, siempre llenos de ironía y humor, y descubrir piezas impactantes como un hombre gigante de madera o un tronco humano naufragando.","null","null","null","http://www.artbarcelona.es/es/exposiciones/dust-escultura/"
"http://www.artbarcelona.es/wp-content/uploads/2015/09/Romulo_Royo-Geshtinanna.jpg","Galería Miguel Marcos","","http://www.artbarcelona.es/es/exposiciones/goddesses-of-nibiru/","Romulo Royo","","30.09.15 – 27.11.15","Galería Miguel Marcos","Goddesses of Nibiru","La Galería Miguel Marcos presenta Goddesses of Nibiru, la primera exposición individual de Rómulo Royo (Zaragoza, 1976) en Barcelona. La obra de Rómulo refleja el juego del mito y lo real, invitando a un mundo fantástico de ciencia ficción.
La delicadeza y la fuerza representada por la figura femenina, nos acerca la fantasía de carácter actual al mundo de la pintura. Royo parte de la premisa de un lenguaje figurativo marcado por una composición primitiva que es tratada al mismo tiempo con fuerza en sus pinceladas y con delicadeza en los colores y velados que realzan el poder que ejercen sus figuras.
Le atraen los universos que nos transportan a otros mundos y espacios atemporales, salir de la realidad cotidiana para sumergirse en los lugares más enigmáticos que han acompañado a la humanidad, donde no hallamos respuestas y, donde los sentimientos y sensaciones parecen no tener fin. El propio artista comenta que, desde momentos muy tempranos le ha atraído alejarse de la realidad circundante y adentrarse en lugares más cercanos a la quimera. No es de extrañar que cuando nos habla de algunos autores que han marcado su niñez nombre a Jodorowsky, que escribió el Incal junto con los dibujos de Moebius, una historia de ciencia ficción que se adelanta treinta años a nuestra época actual para hablar de una estructura de sociedad y de problemas que vivimos hoy día.
La serie Goddesses of Nibiru invita a un mundo fantástico, en el que se presentan hermosas guerreras, de bellas facciones, dispuestas a luchar con demonios y dioses. Los atuendos y adornos que las caracterizan son objetos atemporales, que nos trasladan al mundo antiguo, como plumas, aderezos de chapas de metal, en contraposición con elementos futuristas, como gorros extraños y en algunos casos, cuellos iluminados que desprenden fantasía y vitalidad. De facto, Royo comenta que “el cuello es comunicación y relación del interior hacia el exterior, es la unión del cuerpo espiritual con el material y quería representar en estas Diosas una forma de comunicación mediante la luz que sale del cuello”.
La estética de los dioses que habitan el planeta llamado Nibiru, lo encontramos contextualizado en las antiguas Mesopotamia y Babilonia. Algunos textos de estas civilizaciones hablan de un planeta del sistema solar que orbita alrededor de nuestra estrella cada 3600 años. Nibiru es el hogar de los dioses Anunnaki, conocidos también como los seres alados.
Un paseo por un mundo de diosas que silenciosas restan enigmáticas a los ojos del espectador. Un contexto fantástico que se vuelve épico en este horizonte pictórico que propone Rómulo Royo.
Rómulo Royo (Zaragoza, 1976) influenciado por el mundo de la ciencia ficción decide iniciar su senda artística para plasmar un mundo fantástico. Trabaja en el universo Malefic Time, proyecto multimedia que reúne varios libros de tirada internacional editado por la empresa Yamato (USA).","null","null","null","http://www.artbarcelona.es/es/exposiciones/goddesses-of-nibiru/"
"http://www.artbarcelona.es/wp-content/uploads/2015/09/EUL--LIA-VALLDOSERA.-st-Tors-frontal-S--rie-El-melic-del-mon.-Tintas-34.-1990.-Tinta-xinesa-sobre-paper-aquerel--la-fi.-65x50-cm..jpg","Galería Sicart","","","Eulàlia Valldosera","22.08.15 – 14.11.15","22.08.15 – 14.11.15","Galería Sicart","Antes de la Luz","","null","null","null","http://www.artbarcelona.es/es/exposiciones/antes-de-la-luz/"
"http://www.artbarcelona.es/wp-content/uploads/2015/09/baja_Carles-Tache-slide-5-Tony-Cragg.jpg","Galería Carles Taché","","http://www.artbarcelona.es/es/exposiciones/exposicion-inaugural/","Antoine d'Agata, Bosco Sodi, Cornelia Parker, Javier Pérez, Keith Tyson, Michael Joo, Sean Scully, Tony Cragg","","01.10.15 – 16.01.16","Galería Carles Taché","Exposición inaugural","Con motivo del Gallery Weekend y coincidiendo con la inauguración de su nueva sede, la Galería Carles Taché propone una exposición que refleja la tendencia que seguirá la galería en su nueva programación. La exposición incluye obras de artistas de la galería, como Tony Cragg, Antoine d’Agata, Javier Pérez, Cornelia Parker, Sean Scully y Bosco Sodi, y de nuevas incorporaciones como Michael Joo y Keith Tyson.
Dadas las características del nuevo emplazamiento y sus dimensiones, la galería se aproxima en cierto modo a un espíritu museístico en su programación y sus dispositivos expositivos, así como en el alcance y la naturaleza de sus proyectos.","null","null","null","http://www.artbarcelona.es/es/exposiciones/exposicion-inaugural/"
"http://www.artbarcelona.es/wp-content/uploads/2015/09/captura-film35mm.jpg","Galería Joan Prats","","http://www.artbarcelona.es/es/exposiciones/condensaciones/","Perejaume","","01.10.15 – 28.11.15","Galería Joan Prats","Condensaciones","HACER SITIO, SABER CÓMO
¿No os parece que las obras de arte empiezan a ser tan valiosas como el lugar que ocupan? Hay tantas que se las puede oír diciendo a sus creadores: ""No cabemos, hacednos un sitio"".","null","null","null","http://www.artbarcelona.es/es/exposiciones/condensaciones/"
"http://www.artbarcelona.es/wp-content/uploads/2015/11/Phoenix-of-The-Seven-Mountains-2014-Oleo-sobre-lienzo-180-x-240-cm.jpg","Galería Marlborough","","","Ahmet Güneştekin","05.11.15 – 12.12.15","05.11.15 – 12.12.15","Galería Marlborough","El poder de los orígenes","","null","null","null","http://www.artbarcelona.es/es/exposiciones/el-poder-de-los-origenes/"
"http://www.artbarcelona.es/wp-content/uploads/2015/09/EUL--LIA-VALLDOSERA.-st-Tors-frontal-S--rie-El-melic-del-mon.-Tintas-34.-1990.-Tinta-xinesa-sobre-paper-aquerel--la-fi.-65x50-cm..jpg","Galería Sicart","","http://www.artbarcelona.es/es/exposiciones/antes-de-la-luz/","Eulàlia Valldosera","","22.08.15 – 14.11.15","Galería Sicart","Antes de la Luz","Una selección de la obra en papel que se pudo ver en el Museo Reina Sofía en 2009 nos muestra los pasos que la llevan a superar el lenguaje convencional de la pintura mediante una búsqueda sobre el cuerpo humano. Son sus últimas piezas pintadas a partir de las cuales desarrollará sus conocidas acciones con los cigarrillos y desechos que sitúan el cuerpo como eje vertebrador de la experiencia y la sensibilidad, hasta que un día canjea el negro de la tinta y la ceniza por el blanco de la luz en sus instalaciones lumínicas donde el cuerpo de ​ la artista es sustituido por el cuerpo del espectador.","null","null","null","http://www.artbarcelona.es/es/exposiciones/antes-de-la-luz/"
"http://www.artbarcelona.es/wp-content/uploads/2015/10/Ref.-3034-Esteban-Vicente.jpg","Galería Alejandro Sales","","","Joan Miró, Equipo 57, Esteban Vicente, Eduard Arbós, Miguel Condé, Estrada, Pep Duran, Carlos García-Alix, Carmen Calvo, Fernando Bellver, Zush, Ernesto Neto, Artigau, Lena Salvatori, Lluís C. Pericó, Leticia Feduchi, Riera i Aragó.","01.10.15 – 13.11.15","01.10.15 – 13.11.15","Galería Alejandro Sales","Carta de Otoño","","null","null","null","http://www.artbarcelona.es/es/exposiciones/carta-de-otono/"
"http://www.artbarcelona.es/wp-content/uploads/2015/11/viaconme05.jpg","Galería H2O","","http://www.artbarcelona.es/es/exposiciones/via-con-me/","Manuel Valls","","10.11.15 – 27.11.15","Galería H2O","Via con me","Durante las ultimas décadas, he visto ponerse el sol en tres continentes, las dunas del desierto, elegantes y sofisticadas tiendas en Milán y Lisboa, flotar cadáveres sobre las aguas del Ganges, espectaculares lofts, y la redacción de la revista más trendy del Reino Unido entre otras muchas cosas.
He hablado con artistas, nuevos creadores, diseñadores que ponen pelos de pubis en los azulejos de los cuartos de baño, pastores de ovejas y filósofos que definen el arte de vanguardia como un molesto grano en el culo.
Naturalmente, hoy nadie desconfía de los buenos propósitos ni de la bondad de las obras de Arte. Aun así, algunos aspectos mas lúdicos y transgresores del arte actual, empiezan a poner en tela de juicio la finalidad ultima de la propia esencia del Arte.
Por tanto, no es de extrañar que algunos teóricos y profesionales de toda la vida andemos de cabeza redefiniendo esta profesión e incluso pensando en sustituir la palabra <<Arte>> por otra menos confusa.
Y es que las cosas no duran eternamente y hoy para hablar de Arte tenemos que despojarnos de ciertos perjuicios y entender que vivimos en un mundo complejo, sin demasiadas fronteras, donde las cosas se mezclan de forma natural y la información esta al alcance de todos.
Durante este tiempo también he conocido gente capaz de identificar la lana por su olor, tocar y saborear extrañas texturas, imaginar y crear objetos que sirven para ver la tele o hacer el amor encima de ellos, expertos medioambientales y fotógrafos inclasificables, diseñadores de sueños y diseñadores de vehículos ecológicos. Filósofos visionarios, artistas deprimidos, premios y premiados, arquitectos y vagabundos.
He comido en restaurantes de lujo, antros cutrísimos y una desaconsejable cantidad de grasientos bocatas de beicon, ancas de rana y sushi congelado.
He oído frases ingeniosas en francés, italiano y portugués. Montones de teorías absurdas y no tan absurdas. He conocido gente de veinte y noventa años capaz de compartir ilusiones. Elegantes y andrajosos empresarios preocupados por la deforestación, la lluvia  ácida y la televisión.
He asistido a fiestas y entregas de premios. He bailado el cha-cha-cha en guateques y he caído rendido ante mujeres bellísimas, no tan bellas y feas de buen ver. He aprendido a diferenciar el salmón noruego del escocés, los huevos de granja, la cecina e incluso he dado de comer a un enorme gran danés.
¿Y que?
¿Dónde esta el truco?
Quizás no exista truco alguno. Nos gusta que nos sorprendan, divertirnos, ser jóvenes a los sesenta, y vivir eternamente.
Por esto, mis pinturas tratan de dar respuesta a estas inquietudes y nos proponen incorporar en nuestra vida objetos que transgreden su propio valor de uso y que nos permiten formar parte de este exclusivo club.
Manuel Valls","null","null","null","http://www.artbarcelona.es/es/exposiciones/via-con-me/"
"http://www.artbarcelona.es/wp-content/uploads/2015/09/baja_Carles-Tache-slide-5-Tony-Cragg.jpg","Galería Carles Taché","","","Antoine d'Agata, Bosco Sodi, Cornelia Parker, Javier Pérez, Keith Tyson, Michael Joo, Sean Scully, Tony Cragg","01.10.15 – 16.01.16","01.10.15 – 16.01.16","Galería Carles Taché","Exposición inaugural","","null","null","null","http://www.artbarcelona.es/es/exposiciones/exposicion-inaugural/"
"http://www.artbarcelona.es/wp-content/uploads/2015/09/muurtekening-Pictura-2014-small.jpg","Ana Mas Projects","","http://www.artbarcelona.es/es/exposiciones/place-no-emphasis/","Irene van de Mheen, Lucia C. Pino","","01.10.15 – 20.11.15","Ana Mas Projects","Place, no emphasis","Ana Mas Projects –AMP-, el nuevo proyecto de la galerista Ana Mas, arranca en el marco del primer Gallery Weekend. Para la inauguración de la sede de Barcelona, ubicada en un antiguo edificio industrial transformado hoy en epicentro cultural de l’Hospitalet, se ha programado el diálogo de dos artistas cuyo trabajo centra su atención en los espacios y los materiales.
“La conversión del espacio en lugar pasa por una ocupación del mismo a través de diferentes cuerpos. Si bien solemos entender el lugar desde las condiciones de habitabilidad del espacio, Place, no emphasis es una exposición que trabaja la noción de lugar a través del objeto y de la dimensión física del dibujo. Incidiendo en el potencial estético de una realidad material que condensa su propio relato, la exposición propone una ocupación del espacio desde la acción directa y no representacional sobre diferentes materiales en su devenir escultura (Lucia C. Pino), así como desde una concepción física del dibujo cuyas posibilidades y límites residen en el espacio que este ocupa (Irene van de Mheen).”
Texto curatorial a cargo de Sonia Fernández Pan.","null","null","null","http://www.artbarcelona.es/es/exposiciones/place-no-emphasis/"
"http://www.artbarcelona.es/wp-content/uploads/2015/10/detail-4.jpg","Victor Lope Arte Contemporáneo","","","Frank Plant","22.10.15 – 15.12.15","22.10.15 – 15.12.15","Victor Lope Arte Contemporáneo","Oh the Humanity…","","null","null","null","http://www.artbarcelona.es/es/exposiciones/oh-the-humanity/"
"http://www.artbarcelona.es/wp-content/uploads/2015/10/detail-4.jpg","Victor Lope Arte Contemporáneo","","http://www.artbarcelona.es/es/exposiciones/oh-the-humanity/","Frank Plant","","22.10.15 – 15.12.15","Victor Lope Arte Contemporáneo","Oh the Humanity…","El 6 de mayo de 1937 el periodista Herbert Morrison hizo una emotiva narración radiofónica del incendio del dirigible alemán tipo zeppelin que se incendió cuando aterrizaba en Nueva Jersey tras haber cruzado el Atlántico. La detallada descripción del accidente se ha vuelto un clásico de la historia sonora.<<Oh, the humanity!>> fue una de las frases utilizada por Morrison durante la explosión del último vuelo del Hindenburg que ha perdurado y se ha popularizado y hoy en día se usa de manera sarcástica e irónica en algunas ocasiones. Frank Plant adopta esta frase como punto de partida de su próxima exposición en la galería.
El artista realiza una evaluación de la sociedad actual a través de sus piezas en acero, tratando así temas políticos y sociales como el cambio climático, el desempleo, además de explorar personajes mitológicos y una serie de símbolos contemporáneos, impregnando su trabajo con ideas y observaciones personales a menudo con un tinte de humor e irreverencia. El objetivo del artista es buscar la complicidad con el espectador, haciéndole reflexionar sobre los problemas que esconden la sociedad en la que vivimos.
Frank Plant es originario de Washington D.C. Estudió escultura en la Universidad de las Artes en Filadelfia, Pennsylvania. En 1993 se mudó a Amsterdam y fue ahí donde comenzó a desarrollar sus dibujos en hierro. El hierro soldado ha sido el medio principal para el trabajo de Frank Plant, tanto en sus piezas bidimensionales o algunas esculturas cinéticas en metal. Fue en 1999 cuando Plant se trasladó a Barcelona donde reside y trabaja actualmente, tras su llegada comenzó a diversificar los materiales utilizados en sus esculturas incorporando fotografía, fondos pintados sobre madera, cajas de luz, algunos motores, sensores y música. Volviendo todo esto en parte integral de algunas esculturas, con el propósito de poder investigar nuevas formas de comunicación con el espectador y lograr la interacción entre ambos.","null","null","null","http://www.artbarcelona.es/es/exposiciones/oh-the-humanity/"
