event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
"http://www.artbarcelona.es/wp-content/uploads/2015/06/night_2com.jpg","àngels barcelona","","http://www.artbarcelona.es/es/exposiciones/night-in-a-remote-cabin-lit-by-a-kerosene-lamp/","Lúa Cordech","","26.05.15 – 31.07.15","àngels barcelona","Night in a remote cabin lit by a kerosene lamp","Night in a remote cabin lit by a kerosene lamp (2015) es una breve correspondencia videográfica en la que la construcción de refugios en la naturaleza, precarias estructuras que servirían apenas para sobrevivir una noche, sirve de excusa para iniciar una conversación.
Lúa Coderch recopila e inventa historias e imágenes, que enfatizan la ausencia y, a la vez, nos hablan de ella, con el fin de tratar de producir un lugar donde ambas se encuentren en un punto en el espacio o el tiempo y con la intención de crear una sociedad que no es más que la suma de la atención del espectador y la de la artista. Como muestra la famosa escena de la película de Chris Marker La Jetée (1962), en la que el protagonista señala hacia un punto fuera del perímetro de un árbol cubierto con fechas históricas, Coderch señala hacia un lugar, que justo antes de realizar este gesto, no existía.","null","null","null","http://www.artbarcelona.es/es/exposiciones/night-in-a-remote-cabin-lit-by-a-kerosene-lamp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/07/NICOLAI-SIN-TITULO-CARA-2-OLEO-SOBRE-LIENZO-100X100CM-artbarcelona1.jpg","Galería Miguel Marcos","","http://www.artbarcelona.es/es/exposiciones/circulo-esp/","Nicolai","","21.07.15 – 25.09.15","Galería Miguel Marcos","CirCulo","Como si se tratara de un cielo nocturno alumbrado por una tormenta eléctrica, la Galería Miguel Marcos se complace en invitarles a CirCulo, la primera exposición individual de Nicolai (Reikiavik, Islandia, 1964) en Barcelona.
La concepción artística de Nicolai podría considerarse la oscuridad del Edén. Un paraíso en el que contextualizar el CirCulo mágico, en el cual, según el propio artista “se puede contemplar una relación entre el cosmos, el sexo y la religión”. Un ascenso de lo superfluo al olimpo sagrado que devendrá un tótem a lo largo de toda su carrera.
Un mundo de interrogantes que se presenta descarado, sin pudores. Arte y retórica unidos en un exordio de los propios lienzos. Venus que buscan al espectador pero que pasan desapercibidas ante la oscuridad, escondiendo su rostro, fijando toda la atención en sus partes íntimas. Private parts que hechizan por su volumetría que seduce al espectador, quien absorto no puede negar su contemplación.
Sin duda, fue Courbet el instigador de este primer plano con su obra L’origine du monde; obra poética con la que la filosofía nicolainiana comparte su devoción por los símbolos, que alejados de cualquier arbitrarierismo, son tan naturales que se vuelven triviales. Una obra y una vida, la de Nicolai, impregnada por la tradición en la que renacen Rubens o Dalí, y se palpan reminiscencias de la Historia del ojo de Bataille, de Sartre o Apollinaire.
Lo místico, lo sagrado, lo (des)conocido flotan en el CirCulo que envuelve esta exposición, que invita a vivir una experiencia física y espiritual supraterrenal.
Nicolai nace en Reikiavik (Islandia) en 1964. Formado en el estudio del pintor Oddur Stenthórsson, su personalidad es la propia de un wanderer, de un peregrino que vive y trabaja entre Pekín, París, Madrid o Reikiavik. Conceptual y místico, poético y provocador, el artista busca representar la naturaleza en su forma más íntima. Expuso por primera vez en París con “Hommage à Mishima” en 1980, momento desde el cual, sus obras, han sido expuestas en distintas galerías y museos de todo el mundo.","null","null","null","http://www.artbarcelona.es/es/exposiciones/circulo-esp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/03/PALMADOTZE.-Imatge.-targeto.Paisatges-lestigma-dall---social.IMG_2221.jpg","PALMADOTZE","","http://www.artbarcelona.es/es/exposiciones/paisajes-el-estigma-de-lo-social/","Guillem Bayo, Alfonso Borragán, Alicia Kopf, Andrea Mármol, Mateo Maté, Mariona Moncunill, Xavi Muñoz, Patricio Palomeque, Joaquín Segura","","11.04.15 – 31.07.15","PALMADOTZE","Paisajes. El estigma de lo social","El paisaje siempre ha estado allí y aquí. Acompañándonos en todo lo que sucede. Adquiriendo también morfologías concretas y creando, a la vez, un nuevo paisaje que susurra a aquél originario que lo ha visto nacer. El rumor se hace presente también por ausencia y distancia.
Son estos paisajes los que encontramos reunidos en esta muestra. Pasajes naturales que se pierden en la memoria, paisajes culturales, urbanos, domésticos, fantasmagóricos e incluso, sonoros. A través de diferentes formatos (audiovisuales, electrónicos, plásticos, literarios, etc.) nos vienen al encuentro paisajes de un tiempo contemporáneo y que vienen a secuestrar un fragmento de tiempo y, de alguna manera, rememoran el vacío de lo que se desvanece.","null","null","null","http://www.artbarcelona.es/es/exposiciones/paisajes-el-estigma-de-lo-social/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/Esquema-del-proceso-del-corte.jpeg","ADN Galería","","","Pep Vidal","02.07.15 – 19.09.15","02.07.15 – 19.09.15","ADN Galería","Trees, Treelines, and Global Patterns","","null","null","null","http://www.artbarcelona.es/es/exposiciones/trees-treelines-and-global-patterns-esp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/Ref.5037.jpg","Galería Alejandro Sales","","","Damián Flores Llanos","11.06.15 – 31.07.15","11.06.15 – 31.07.15","Galería Alejandro Sales","Barcelona, la luz de la memoria","","null","null","null","http://www.artbarcelona.es/es/exposiciones/barcelona-la-luz-de-la-memoria/"
"http://www.artbarcelona.es/wp-content/uploads/2015/03/La-Pedrera-S--rie-Gaud---Negatius-1979-Positivats-1985.jpg","Galería Eude","","","Manel Esclusa","28.05.15 – 19.09.15","28.05.15 – 19.09.15","Galería Eude","Fotografías, años 80","","null","null","null","http://www.artbarcelona.es/es/exposiciones/fotografias-anos-80/"
"http://www.artbarcelona.es/wp-content/uploads/2015/07/NICOLAI-SIN-TITULO-CARA-2-OLEO-SOBRE-LIENZO-100X100CM-artbarcelona1.jpg","Galería Miguel Marcos","","","Nicolai","21.07.15 – 25.09.15","21.07.15 – 25.09.15","Galería Miguel Marcos","CirCulo","","null","null","null","http://www.artbarcelona.es/es/exposiciones/circulo-esp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/04/Masao_Yamamoto_SmallThingsInSilence_ABoxofKu613.jpg","Galería Valid Foto Bcn","","http://www.artbarcelona.es/es/exposiciones/small-things-in-silence/","Masao Yamamoto","","06.06.15 – 31.07.15","Galería Valid Foto Bcn","Small Things in Silence","La exposición titulada “Small Things in silence” ofrece una perspectiva de veinte años en el carrera de uno de los fotógrafos más importantes de Japón. En palabras del propio Yamamoto: ""Trato de capturar momentos que nadie ve y hacer una foto de ellos. Cuando las veo las copias impresas, comienza una nueva historia "".
La exposición incluye imágenes de cada uno de los principales proyectos de Yamamoto: ""A Box of Ku"", ""Nakazora"", ""Kawa"", y ""Shizuka"".","null","null","null","http://www.artbarcelona.es/es/exposiciones/small-things-in-silence/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/onpaper.jpg","Victor Lope Arte Contemporáneo","","","Johan Barrios","02.07.15 – 31.07.15","02.07.15 – 31.07.15","Victor Lope Arte Contemporáneo","Ejercicios de Ruptura","","null","null","null","http://www.artbarcelona.es/es/exposiciones/ejercicios-de-ruptura/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/The-Fair_130x97_14_Baja.jpg","Galería Estrany – de la Mota","","http://www.artbarcelona.es/es/exposiciones/the-looks-the-lux-2/","Rasmus Nilausen","","02.07.15 – 18.09.15","Galería Estrany – de la Mota","The Looks. The Lux.","En su nueva exposición Rasmus Nilausen (Copenhague, 1980) exhibe una selección de sus trabajos recientes en los que  prosigue su relación personal con la historia de la pintura centrada en esta ocasión en la percepción, la luz y finalmente el lenguaje que para él constituyen los elementos claves para la interpretación subjetiva de la obra de arte. A estos elementos el pintor danés añade el uso libre de la técnica, el accidente y la ironía.","null","null","null","http://www.artbarcelona.es/es/exposiciones/the-looks-the-lux-2/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/The-Fair_130x97_14_Baja.jpg","Galería Estrany – de la Mota","","","Rasmus Nilausen","02.07.15 – 18.09.15","02.07.15 – 18.09.15","Galería Estrany – de la Mota","The Looks. The Lux.","","null","null","null","http://www.artbarcelona.es/es/exposiciones/the-looks-the-lux-2/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/baja_Video-Fields-2002-Still_02-150x150.jpg","àngels barcelona","","http://www.artbarcelona.es/es/exposiciones/video-fields-2/","Michael Snow","","26.05.15 – 31.07.15","àngels barcelona","Video Fields","ángeles barcelona presenta Video Fields, la segunda exposición individual en la galería de Michael Snow (Toronto, CA, 1928), artista multidisciplinar, y una de la figuras más prominentes del cine experimental quién, con su obra Wavelength (1967), fomentó el cine estructural de finales de los años sesenta.
""Para mí, tan solo el hecho de hacer una fotografía no es suficiente. En cuanto a mi trabajo fotográfico, fílmico, holográfico o videográfico podríamos decir que no he ido tanto ""encontrando"" las temáticas a tratar sino que las he 'elaborado' o 'alterado'.
La idea última de Video Fields la tuve en mayo de 1995 cuando tuve la intuición de hacer una proyección, una fuerza que pudiera alterar la forma de aquello que se encontraba ante la cámara (o quizás podría ser la propia grabación la que ejerciera esta misma fuerza) - una fuerza que dimensionara las tres dimensiones).
Y el viento surgió como la manera invisible de conseguirlo.
A pesar de todo, en lugar de hacer una película, primero decidí continuar con la idea inicial de fabricar un caja de luz fotográfica, el que, después de algunas consideraciones, se convirtió en la obra titulada Flash! 20.49, 2001.06.15, una fotografía con dimensiones de 122 x 183 cm. En este trabajo, la fuerza invisible que altera la escena representada (la cual fue previamente compuesta) se equipara a la cruda fuerza de la luz del flash en fotografía, la cual afecta y 'para' la imagen.
Cada una de las imágenes que componen un vídeo se divide en dos ""campos"" (fields) diferentes entrelazados. El primer campo (Field #1) contiene la información de las líneas nones de la imagen en un monitor o una proyección y, posteriormente, 1/60 de segundo más tarde, siendo imperceptible al ojo humano, el segundo campo (Field #2) hace lo mismo con la información que tiene de las líneas parejos y así sucesivamente con todas las imágenes que componen el vídeo.
Esto, a diferencia del fotograma cinematográfico, es literalmente un campo de energía.
Video Fields es la literalización del formato entrelazado de los campos de vídeo, y aunque no sea una imagen en tres dimensiones, se trata de una imagen binocular, es decir, un paisaje que se percibe con los dos ojos.
La palabra ""campo"" (field) ha sido utilizada como término en la historia del arte para describir algunas de las obras de, por ejemplo, Barnett Newman o Jackson Pollock. De hecho, artistas abstractos como Olitski, Noland o Bush, entre otros, son descritos como pintores de ""campos de color"" (color fields).
Los campos representados en Video Fields son campos de plantas, de hierba y flores que acontecen campos llenos de energía electrónica, los mismos elementos que fluctúan constantemente.
El sonido que sentimos simultáneamente a las imágenes proyectadas, representa el efecto de fuertes vientos pero que, durante diferentes momentos en los que se desarrolla la instalación, también se percibe como un viento completamente artificial y sintetizado.""
Michael Snow, 2015","null","null","null","http://www.artbarcelona.es/es/exposiciones/video-fields-2/"
"http://www.artbarcelona.es/wp-content/uploads/2015/07/Rego-Paula-Dame-with-the-goats-foot-I-2012-pastel-137-x-102-cm-web.jpg","Galería Marlborough","","http://www.artbarcelona.es/es/exposiciones/group-show/","Pablo Armesto, Joaquín Barón, Claudio Bravo, Juan Correa, Carlos Franco, Manuel Franquelo, Juan Genovés, Luis Gordillo, Ahmet Güneştekin, Abraham Lacalle, Jacques Lipchitz, Lucio Muñoz, Pelayo Ortega, Paula Rego, Manolo Valdés.","","02.07.15 – 12.09.15","Galería Marlborough","Group Show","Marlborough Barcelona se complace en presentar una exposición colectiva en la que participan:
Pablo Armesto, Joaquín Barón, Claudio Bravo, Juan Correa, Carlos Franco,
Manuel Franquelo, Juan Genovés, Luis Gordillo, Ahmet Güneştekin, Abraham Lacalle,
Jacques Lipchitz, Lucio Muñoz, Pelayo Ortega, Paula Rego y Manolo Valdés.","null","null","null","http://www.artbarcelona.es/es/exposiciones/group-show/"
"http://www.artbarcelona.es/wp-content/uploads/2015/05/imagen-close-cropped.jpg","ProjecteSD","","","Gilda Mantilla & Raimond Chaves, Jochen Lempert, Susan Philipsz, Isidoro Valcárcel Medina","03.06.15 – 31.07.15","03.06.15 – 31.07.15","ProjecteSD","null","","null","null","null","http://www.artbarcelona.es/es/exposiciones/close-cropped-tales-2/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/IMG_2474.JPG","Galería Joan Gaspar","","","Moisès Villèlia, Andreu Alfaro, Etienne Krähenbühl,  Igor Mitoraj","12.06.15 – 31.07.15","12.06.15 – 31.07.15","Galería Joan Gaspar","Colectiva de escultura","","null","null","null","http://www.artbarcelona.es/es/exposiciones/colectiva-de-escultura/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/Ref.5037.jpg","Galería Alejandro Sales","","http://www.artbarcelona.es/es/exposiciones/barcelona-la-luz-de-la-memoria/","Damián Flores Llanos","","11.06.15 – 31.07.15","Galería Alejandro Sales","Barcelona, la luz de la memoria","(…) Ahora, en Barcelona, Damián Flores llega con la mirada puesta en la década de los cincuenta –otra época enterrada–, sin renunciar a ninguna de las dos vertientes de su imaginación: por una parte, la  arquitectura –observen las chimeneas fabriles, de textura penetrante y abstracta, las estaciones de tren y los cafés–; por otra, el homenaje personal a sus más íntimos referentes artísticos. Y ahí, en esta Barcelona soñada, también encontramos las atmósferas impersonales de unos viandantes a menudo apresurados, como si la vida fuera eso: un fluir entre la decepción y el asombro; pero más lo segundo que lo primero. Daniel Capó. Barcelona, la Luz de la memoria . 2015 (fragmento)","null","null","null","http://www.artbarcelona.es/es/exposiciones/barcelona-la-luz-de-la-memoria/"
"http://www.artbarcelona.es/wp-content/uploads/2015/06/Esquema-del-proceso-del-corte.jpeg","ADN Galería","","http://www.artbarcelona.es/es/exposiciones/trees-treelines-and-global-patterns-esp/","Pep Vidal","","02.07.15 – 19.09.15","ADN Galería","Trees, Treelines, and Global Patterns","Hay cosas que nos parecen por azar, o fuera de control, cuando realmente no lo son. Y viceversa.","null","null","null","http://www.artbarcelona.es/es/exposiciones/trees-treelines-and-global-patterns-esp/"
"http://www.artbarcelona.es/wp-content/uploads/2015/07/imatge_hidden_project.jpg","Galería H2O","","http://www.artbarcelona.es/es/exposiciones/the-hidden-project/","Aqua Aura","","08.07.15 – 07.08.15","Galería H2O","The Hidden Project","Galeria H2O presenta The hidden project, la primera exposición individual en España del fotógrafo italiano Aqua Aura. La exposición, comisariada por Carolina Lio, se organiza en colaboración con el IIC, Istituto Italiano di Cultura. Se exhibirán dos de las principales series del artista: Portraits Survivants y Frozen Frames. Ambas manipulación de la realidad con el objetivo de construir una nueva dimensión. Los retratos como distorsiones grotescas de una humanidad que podría interpretarse como post-atómica. Los paisajes, collages de fotos tomadas en Europa y Oriente Medio mezcladas en post-producción digital, como síntesis de la idea de ""lugar"".
En ambas series el autor juega con el concepto de ocultar y revelar a la vez. En H2O llevando al espectador a una dinámica de negación de la imagen. Así las imágenes se exponen en condiciones de poca visibilidad o incluso embaladas. Y se utilizan espacios poco corrientes de la galería, como un almacén en construcción en el que los espectadores tendrán que buscar las obras de arte entre pasarelas y herramientas. Esta dificultad, este esfuerzo extra que se requiere, conduce a una experiencia frustrante intencional de la exposición que no permitirá en ningún caso ver la obra completa.
Será posible ver las imágenes íntegramente sólo a través del catálogo y a través de una selección exhibida de forma paralela en el IIC Instituto Italiano de Cultura. Con esta exposición, Aqua Aura abre una amplia reflexión sobre las dinámicas de fruición del arte contemporáneo y la relación entre obras y público, así como sobre la sustitución posmoderna del espacio físico con el espacio de la documentación.","null","null","null","http://www.artbarcelona.es/es/exposiciones/the-hidden-project/"
