event_image-src,event_venue,event_link,event_link-href,event_title1,event_start,event_end,event_organizer,event_title2,event_text,event_cost__0,event_category__Exposición__Galerías,event_maplink__1,event_id
"http://www.artbarcelona.es/wp-content/uploads/2017/03/Expo-gravats-gran-format-11_ab.jpg","Galería Toni Tàpies","","http://www.artbarcelona.es/es/exposiciones/obra-grafica-grandes-formatos/","Antoni Tàpies","","02.02.17 – 18.05.17","Galería Toni Tàpies","Obra gráfica. Grandes formatos","La Galeria Toni Tàpies presenta una exposición de obra gráfica de Antoni Tàpies. Se trata de una selección de grabados realizados entre 1990 y 2009, algunos de ellos se muestran por primera vez en Barcelona. La exposición se titula Obra gráfica. Grandes formatos y se podrá visitar hasta mediados de mayo de 2017.","null","null","null","http://www.artbarcelona.es/es/exposiciones/obra-grafica-grandes-formatos/"
"http://www.artbarcelona.es/wp-content/uploads/2017/04/305417.jpg","Galería Trama","","","Gonzalo Sicre","06.04.17 – 16.05.17","06.04.17 – 16.05.17","Galería Trama","Interiores y secciones transversales","","null","null","null","http://www.artbarcelona.es/es/exposiciones/interiores-y-secciones-transversales/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/Expo-gravats-gran-format-11_ab.jpg","Galería Toni Tàpies","","","Antoni Tàpies","02.02.17 – 18.05.17","02.02.17 – 18.05.17","Galería Toni Tàpies","Obra gráfica. Grandes formatos","","null","null","null","http://www.artbarcelona.es/es/exposiciones/obra-grafica-grandes-formatos/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/Gravitacion-visual_150x150x10_low.jpg","Victor Lope Arte Contemporáneo","","http://www.artbarcelona.es/es/exposiciones/gravitacion-visual/","Patrik Grijalvo","","16.03.17 – 13.05.17","Victor Lope Arte Contemporáneo","Gravitación Visual","En la serie “Gravitación visual”, que presentamos en la Galería Víctor Lope, Patrik Grijalvo (Bilbao, 1984) da un paso más en su proceso de esculturización de la fotografía que comenzó hace ya varios años (2010) con su larga serie recogida bajo el título general de “Photography as object”. Si en aquellos comienzos quería desarrollar un juego cercano al de las “Gravitaciones” de Eduardo Chillida o el de los estudios con fotografía recortada de Jerry McMillan (con su famosa pregunta “¿Debe la fotografía ser plana?”), pero con el matiz de que la materia prima eran fotografías de arquitectura realizadas por él mismo, ahora trasciende lo retratado para utilizarlo prácticamente como planos de color. Esto es algo que ya estaba presente en su última serie “Rotten Apples” (que será expuesta el próximo abril en el Museo Guggenheim Bilbao), en la que solo si nos acercábamos a la obra podíamos apreciar que lo que aparentemente eran manchas planas de color negro escondían en realidad una celosía vegetal. Ahora, en “Gravitación visual”, sucede lo mismo. Aquí la materia prima está manipulada de tal manera que apenas queda ya rastro de lo que esas fotografías primigenias retrataban y el registro de la obra se arrima ya definitivamente a lo escultórico, casi dejando al espectador sin argumentos para hablar en propiedad de fotografías.","null","null","null","http://www.artbarcelona.es/es/exposiciones/gravitacion-visual/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/Vista-espai-cenral-expo-AGP-MR.JPG","PALMADOTZE","","","Ana Garcia-Pineda","25.03.17 – 02.07.17","25.03.17 – 02.07.17","PALMADOTZE","El rojo es el color de la sangre y de algunas manzanas","","null","null","null","http://www.artbarcelona.es/es/exposiciones/el-rojo-es-el-color-de-la-sangre-y-de-algunas-manzanas/"
"http://www.artbarcelona.es/wp-content/uploads/2017/04/Norte-4-2017-t--cnica-mixta-sobre-lienzo-195x220cm.jpg.jpg.jpg","Galería Marlborough","","","Hugo Fontela","20.04.17 – 20.05.17","20.04.17 – 20.05.17","Galería Marlborough","Norte","","null","null","null","http://www.artbarcelona.es/es/exposiciones/norte/"
"http://www.artbarcelona.es/wp-content/uploads/2017/04/1.Under-the-sky_2017_acrylic-on-canvas_160x130.jpg","3 Punts Galería","","","JAS","12.04.17 – 13.05.17","12.04.17 – 13.05.17","3 Punts Galería","Portraits Generation","","null","null","null","http://www.artbarcelona.es/es/exposiciones/portraits-generation/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/Mao-Ze-Dongs-Will.jpg","Galería Miguel Marcos","","http://www.artbarcelona.es/es/exposiciones/las-ultimas-palabras/","Li Qiang","","04.04.17 – 04.05.17","Galería Miguel Marcos","Las últimas palabras","Bajo el título “Las Últimas Palabras”, la galería Miguel Marcos presenta por primera vez en España, la obra del artista chino Li Qiang (Pekin, 1960) basada en lo que el pintor denomina “Wills” (voluntades o testamentos): La tenacidad de una persona, es una parte innata de la naturaleza humana; una prueba importante de la presencia individual en este mundo; una forma de continuar la vida después de la muerte en la que también se incluye una reflexión para las generaciones posteriores.
Su obra se basa en una sucesión de repeticiones escritas; surgidas del empeño y voluntad de su creación. “Durante el proceso, escribo mi objetivo una vez, dos veces, diez veces, hasta cientos veces. En la inagotable reiteración encuentro la ilusión y la imaginación de llevar a cabo mi trabajo. Estoy en esos momentos tan cerca de mi propósito que siento su respiración, los latidos de su corazón, logrando incluso a ver sus movimientos. Imagino la escena como quien está escribiendo las últimas palabras de un legado: sus diminutos cambios en las expresiones faciales, la experiencia de su existencia, sus secretos y su carácter personal”.
El trabajo de Li Qiang es su forma personal e intransferible de sentir y entender a los demás. Sólo después de ese inexorable periodo de repeticiones, el artista observa como se avecina un diálogo especial; una comunicación de almas en la que experimenta la vida de otra persona, que resulta ser un reflejo de la suya.
Dice el artista: En el periodo de escritura, el corazón queda vacío, el pensamiento se paraliza, y llego a un punto extremo en la vida y en el tiempo. Poco a poco, cuerpo y espíritu se unen en la superficie de la pintura. Li Qiang basa también una parte importante de su obra, en los testimonios que selecciona de reportajes y personas; de los eventos que ocurren en la realidad, analizando e interpretando posteriormente la información relevante que obtiene de las mismas. Mis trabajos se han convertido en mi forma de ver, pensar y expresar la realidad. Mientras estoy creando, siento la libertad absoluta entre la escritura y la pintura.
Desde 1989, Li Qiang participa de forma individual y colectiva en exposiciones a nivel nacional e internacional. En 1998 la Chinese Art Exhibition por distintas ciudades de Alemania y Metamorfosis y desplazamiento en el Museo de Arte Moderno de San Francisco. En el 2000 intervino en la Material Exhibition of Chinese Avant-Garde artist in the Ninenties organizada por el Museo de arte asiático de Fukuoa (Japón), mientras que en 2006 lo hizo en la Comparison and Diversity – Chapter Oner: Crossovers de Shanghai y en 2009 su individual Last Will en la galería Weidenweg Zehn de la ciudad de Duisburg (Alemania).","null","null","null","http://www.artbarcelona.es/es/exposiciones/las-ultimas-palabras/"
"http://www.artbarcelona.es/wp-content/uploads/2016/11/CienRostrosColorDef-color-copia2.jpg","etHALL","","http://www.artbarcelona.es/es/exposiciones/cien-rostros-iguales/","Julia Spínola","","25.11.16 – 21.01.18","etHALL","Cien Rostros Iguales","Cien Rostros Iguales
Una frase apuntada al aire que se queda en la cabeza.
Julia Spínola presenta en etHALL un grupo de trabajos que continúan su investigación acerca de la construcción de una imagen de lo cercano, de lo que se pone en movimiento cuando uno también se pone en movimiento. Ciudad desplegada en dos gestos, a lo largo y de frente. El encuentro fortuito durante el proceso de trabajo con Poeta en Nueva York de Lorca sirve a la artista como referencia para esta exposición, a la manera de conversación imaginada con el autor, que interroga en este libro a una ciudad e intenta abrirla con las palabras, desde la escritura.
El grupo de dibujos Cien rostros iguales conforman una reconstrucción, un proceso de montaje y desmontaje de un mismo motivo. El dibujo de una calle que se abre en perspectiva, una trama, con la presencia interpuesta de una figura, unos pies, se mezclan con este fondo y con algunos detalles aislados de los dibujos que Lorca realizó en su estancia en Nueva York.
En diálogo con los dibujos se presenta la pieza Arpas de la saliva, doce barras horizontales de sal aglutinada. Un homenaje al verso de Lorca que da título a la pieza.","null","null","null","http://www.artbarcelona.es/es/exposiciones/cien-rostros-iguales/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/juanluis-moraza-de-oficio.jpg","http://www.artbarcelona.es/es/","","","Juan Luís Moraza","24.03.17 – 02.06.17","24.03.17 – 02.06.17","http://www.artbarcelona.es/es/","De Oficio","","null","null","null","http://www.artbarcelona.es/es/exposiciones/de-oficio/"
"http://www.artbarcelona.es/wp-content/uploads/2017/04/IMG_1346.JPG","Galería Carles Taché","","http://www.artbarcelona.es/es/exposiciones/the-brooklyn-navy-yard/","Santi Moix","","02.03.17 – 30.06.17","Galería Carles Taché","The Brooklyn Navy Yard","La Galeria Carles Taché tiene el placer de anunciar la inauguración de la exposición The Brooklyn Navy Yard del artista Santi Moix (Barcelona, 1960).
La muestra, que podrá verse a partir del Jueves 2 de Marzo y hasta finales del mes de Junio, reúne las últimas obras realizadas por el artista en su estudio situado en el recinto homónimo al título de la exposición, un recinto con una historia extraordinaria ya que fue uno de los astilleros más importantes de los Estados Unidos hoy reconvertido en parque industrial, tecnológico, de innovación y de creación en la ciudad de Nueva York.
En este contexto Santi Moix ha creado una serie de pinturas de gran formato todas ellas consagradas a la representación floral, un tema que a lo largo de la historia del arte ha causado gran fascinación a diferentes artistas y ha demostrado su capacidad de aglutinar a los espectadores más diversos","null","null","null","http://www.artbarcelona.es/es/exposiciones/the-brooklyn-navy-yard/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/W-de-los-pequenos-al-grande-160x80x35.jpg","Galería N2","","http://www.artbarcelona.es/es/exposiciones/david-moreno-obra-reciente/","David Moreno","","30.03.17 – 28.04.17","Galería N2","David Moreno. Obra reciente","En sus esculturas, David Moreno construye arquitecturas imaginarias. Contemplar sus piezas es perderse en ellas. A la experiencia estética hay que añadir la reflexiva. Las arquitecturas de Moreno nos hablan de las relaciones humanas: los lazos que establecemos, la interconexión, los flujos de energía, de amor o de poder entre las personas. Moreno visibiliza nuestros vínculos, filias y fobias con esas delgadas líneas que nos unen a los otros o a nosotros mismos.
Esa es mi interpretación, por supuesto, cada uno encontrará su propia significación para esas cuerdas de piano, flexibles, pero fuertes, interconectando los elementos entre sí. Su trabajo es minucioso: cada línea soldada con un punto de hilo de plata. Punto a punto como se construyen los vínculos humanos. Aunque la mía no es una interpretación caprichosa, los títulos de sus piezas nos dicen algo de ellas en este sentido: Entre uno y otro, Vamos de uno a otro, Juntos o Del pequeño al grande, por citar solo algunos ejemplos.
Se podría decir que sus espacios, esas pequeñas casas dibujadas en el aire con cuerdas de piano y varillas de acero, son espacios que nos representan, con los que podemos identificarnos. Estamos dentro de la casa y somos la casa, al mismo tiempo: lo habitado se vuelve habitante.
En esta exposición, David Moreno explora nuevos territorios. Por un lado, la experimentación con el color para añadir otra dimensión a su escultura.  Por otro lado, va un poco más allá en la construcción de espacios imaginarios. En una de sus nuevas series, Conexión de catedral, desaparece la casa y en su lugar aparecen las escaleras y los pórticos románicos. Los nexos flexibles se ven sustituidos por peldaños rígidos. La relación es otra. Los descensos y ascensos pueden tener múltiples interpretaciones: desde la experiencia mística hasta las estructuras de poder. Otra novedad de esta muestra es la serie Favelas, donde por primera construye sus arquitecturas imaginarias sin dibujar en el aire. Sus favelas están construidas con resina, como parte de sus últimas investigaciones sobre las posibilidades artísticas de la impresión en 3D.","null","null","null","http://www.artbarcelona.es/es/exposiciones/david-moreno-obra-reciente/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/Mao-Ze-Dongs-Will.jpg","Galería Miguel Marcos","","","Li Qiang","04.04.17 – 04.05.17","04.04.17 – 04.05.17","Galería Miguel Marcos","Las últimas palabras","","null","null","null","http://www.artbarcelona.es/es/exposiciones/las-ultimas-palabras/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/DSCF2362.JPG","ProjecteSD","","","Asier Mendizabal","24.03.17 – 17.05.17","24.03.17 – 17.05.17","ProjecteSD","Asier Mendizabal. Concavitat","","null","null","null","http://www.artbarcelona.es/es/exposiciones/asier-mendizabal-concavitat/"
"http://www.artbarcelona.es/wp-content/uploads/2017/03/Vista-espai-cenral-expo-AGP-MR.JPG","PALMADOTZE","","http://www.artbarcelona.es/es/exposiciones/el-rojo-es-el-color-de-la-sangre-y-de-algunas-manzanas/","Ana Garcia-Pineda","","25.03.17 – 02.07.17","PALMADOTZE","El rojo es el color de la sangre y de algunas manzanas","Para su primera exposición individual en Palmadotze, Ana Garcia-Pineda presenta una selección de trabajos escogidos para el contexto específico de Mas Pujó, la sede de la galería.
La exposición estará formada por una selección de dibujos muy directos. También podremos ver diferentes esculturas: unas que combina con globos de helio, dibujo y piedras y otras hechas con objetos cotidianos. La videoproyección también estará presente. Obras todas ellas que incorporan a menudo el lenguaje escrito, origen de toda su obra, y que le permiten una comunicación inmediata con el espectador o interlocutor. Pues comunicar es el principal objetivo de Garcia-Pineda; Comunicar por una parte, sus particulares ideas sobre el funcionamiento del mundo y por el otro las posibles soluciones a problemas y luchas con los que nos encontramos.
Así, en la serie de dibujos ""Globos y Piedras"", reformula el planteamiento del mundo a través de dos fuerzas básicas y opuestas: la gravedad y flotar. Con el intento de explicar las cosas de una manera, logra mostrar lo ilógico de la lógica que rige la realidad cotidiana, al tiempo que une dos polos contradictorios y complementarios, donde lo naïf e inocente se mezcla con lo cruel. Asimismo, en el vídeo ""La curva del olvido"" narra la historia de su abuela desde un punto de vista personal para hablar de los recuerdos y el olvido. Ambos trabajos, muestran su cosmogonía personal construida a partir de experiencias propias y referentes literarios, cinematográficos o científicos. Por otra parte, en trabajos como ""Máquinas y maquinaciones"", insiste en ""salvar al mundo"" con una colección de inventos, propuestas y remedios a menudo poco prácticos y sólo posibles en el plano textual y teórico.
En sus propias palabras: ""Recojo historias reales y conecto hechos inesperados para construir narraciones que ofrecen otra perspectiva del funcionamiento de las cosas. También propongo soluciones poéticas (como ""Máquina para acero que el Alzheimer solo afecto Nuestros recuerdos tristes"") que sólo funcionan de forma abstracta y poco realista. A veces doy consejos absurdos (como ""Si rompen promesas, compra pegamento"") que sólo tienen sentido dentro de los propios mecanismos del lenguaje. Me interesa abordar nuestros pequeños dramas y tragedias cotidianas utilizando la ironía y el sentido del humor. Todo ello, para crear un espacio (aunque sea intangible) donde la vida parezca un poco más fácil. Todo bastante utópico, algo chalado pero casi todo el tiempo en serio"".","null","null","null","http://www.artbarcelona.es/es/exposiciones/el-rojo-es-el-color-de-la-sangre-y-de-algunas-manzanas/"
"http://www.artbarcelona.es/wp-content/uploads/2017/01/harrisserving.jpg","ADN Galería","","http://www.artbarcelona.es/es/exposiciones/order-act-iii-dinner-at-the-dorchester/","Democracia","","09.02.17 – 27.04.17","ADN Galería","ORDER. Act III. Dinner at The Dorchester.","Dinner at The Dorchester es el tercer y último acto de un proyecto conformado como una ópera titulado Order/Orden. Order consiste en tres acciones en distintos espacios públicos y privados.
La acción correspondiente a este acto se desarrolla el hotel Dorchester de Londres durante una cena privada con 35 invitados, miembros de la élite económica global, que van a ser espectadores al mismo tiempo que actores de una acción sobre la que no tienen noticia previa alguna.","null","null","null","http://www.artbarcelona.es/es/exposiciones/order-act-iii-dinner-at-the-dorchester/"
